"Accn"	"Super.Group"	"Organism_Taxonomic_ID"	"Organism.Name"	"SIN1"	"RICTOR"	"RAPTOR"	"TOR"	"LST8"	"C.score"	"Frag.score"	"Class.name"	"Phylum.name"	"Order.name"	"Family.name"	"Genus.name"	"Source"
"Sarfu1"	"Stramenopiles"	590727	"Sargassum fusiforme"	NA	"H"	"H"	"H"	"M"	93	5	"Phaeophyceae"	NA	"Fucales"	"Sargassaceae"	"Sargassum"	"JGI"
"Nanoce84910"	"Stramenopiles"	145522	"Nannochloropsis oceanica"	NA	"M"	"H"	"H"	"H"	94	4	"Eustigmatophyceae"	NA	"Eustigmatales"	"Monodopsidaceae"	"Nannochloropsis"	"JGI"
"Undpi1"	"Stramenopiles"	74381	"Undaria pinnatifida"	NA	"H"	"H"	"H"	"M"	93	2	"Phaeophyceae"	NA	"Laminariales"	"Alariaceae"	"Undaria"	"JGI"
"Cyccr2"	"Stramenopiles"	29204	"Cyclotella cryptica"	NA	NA	"H"	"H"	"H"	96	1	"Coscinodiscophyceae"	"Bacillariophyta"	"Stephanodiscales"	"Stephanodiscaceae"	"Cyclotella"	"JGI"
"Nitput1"	"Stramenopiles"	2742595	"Nitzschia putrida"	NA	NA	"H"	"H"	"M"	97	1	"Bacillariophyceae"	"Bacillariophyta"	"Bacillariales"	"Bacillariaceae"	"Nitzschia"	"JGI"
"Alaesc1"	"Stramenopiles"	2889	"Alaria esculenta"	NA	"H"	"H"	"H"	"H"	95	2	"Phaeophyceae"	NA	"Laminariales"	"Alariaceae"	"Alaria"	"JGI"
"MonC73"	"Stramenopiles"	1745946	"Monodopsis"	"L"	"H"	"H"	"H"	"H"	100	0	"Eustigmatophyceae"	NA	"Eustigmatales"	"Monodopsidaceae"	"Monodopsis"	"JGI"
"VisC74"	"Stramenopiles"	44431	"Vischeria"	"L"	"H"	"H"	"H"	"H"	100	0	"Eustigmatophyceae"	NA	"Eustigmatales"	"Chlorobotryaceae"	"Vischeria"	"JGI"
"Macpyr2"	"Stramenopiles"	35122	"Macrocystis pyrifera"	NA	"H"	"H"	"H"	"H"	88	6	"Phaeophyceae"	NA	"Laminariales"	"Laminariaceae"	"Macrocystis"	"JGI"
"Hypcat1"	"Stramenopiles"	42384	"Hyphochytrium catenoides"	"L"	"M"	"H"	"H"	"H"	74	15	"Hyphochytriomycetes"	NA	NA	"Hyphochytriaceae"	"Hyphochytrium"	"JGI"
"LabyHa"	"Stramenopiles"	2710872	"Labyrinthula sp. Ha"	NA	"M"	NA	"H"	NA	77	3	"Bigyra"	NA	"Labyrinthulida"	"Labyrinthulaceae"	"Labyrinthula"	"JGI"
"Nithil2"	"Stramenopiles"	2857	"Nitzschia"	NA	NA	"H"	"H"	"H"	100	0	"Bacillariophyceae"	"Bacillariophyta"	"Bacillariales"	"Bacillariaceae"	"Nitzschia"	"JGI"
"Hyaar1"	"Stramenopiles"	559515	"Hyaloperonospora arabidopsidis Emoy2"	"M"	"H"	"H"	"H"	"H"	87	5	NA	"Oomycota"	"Peronosporales"	"Peronosporaceae"	"Hyaloperonospora"	"JGI"
"Nemde1"	"Stramenopiles"	2185085	"Nemacystus decipiens"	NA	"H"	"H"	"H"	"H"	97	2	"Phaeophyceae"	NA	"Ectocarpales"	"Chordariaceae"	"Nemacystus"	"JGI"
"Claok1"	"Stramenopiles"	309737	"Cladosiphon okamuranus"	NA	"H"	"H"	"H"	"L"	97	1	"Phaeophyceae"	NA	"Ectocarpales"	"Chordariaceae"	"Cladosiphon"	"JGI"
"Ochro1393"	"Stramenopiles"	420556	"Ochromonas sp. CCMP1393"	"L"	"M"	"H"	"H"	"H"	94	3	"Chrysophyceae"	NA	"Chromulinales"	"Chromulinaceae"	"Ochromonas"	"JGI"
"Parimp1"	"Stramenopiles"	37642	"Paraphysomonas imperforata"	"L"	"H"	"H"	"H"	"H"	98	0	"Chrysophyceae"	NA	"Chromulinales"	"Paraphysomonadaceae"	"Paraphysomonas"	"JGI"
"Mintr2"	"Stramenopiles"	265540	"Minidiscus trioculatus"	NA	NA	"H"	"H"	NA	94	3	"Coscinodiscophyceae"	"Bacillariophyta"	"Thalassiosirales"	"Thalassiosiraceae"	"Minidiscus"	"JGI"
"Thaoce1"	"Stramenopiles"	637379	"Thalassiosira oceanica CCMP1005"	NA	NA	"H"	"H"	"M"	89	7	"Coscinodiscophyceae"	"Bacillariophyta"	"Thalassiosirales"	"Thalassiosiraceae"	"Thalassiosira"	"JGI"
"Schag1"	"Stramenopiles"	876976	"Schizochytrium aggregatum ATCC 28209"	NA	"H"	"H"	"H"	"H"	91	3	"Bigyra"	NA	"Thraustochytrida"	"Thraustochytriaceae"	"Schizochytrium"	"JGI"
"Aplke1"	"Stramenopiles"	87111	"Aplanochytrium kerguelense"	NA	"H"	"H"	"H"	"H"	94	3	"Bigyra"	NA	"Thraustochytrida"	"Thraustochytriaceae"	"Aplanochytrium"	"JGI"
"Phyci1"	"Stramenopiles"	622258	"Phytophthora cinnamomi var. cinnamomi"	"M"	"H"	"H"	"H"	"H"	96	4	NA	"Oomycota"	"Peronosporales"	"Peronosporaceae"	"Phytophthora"	"JGI"
"Aurli1"	"Stramenopiles"	717989	"Aurantiochytrium limacinum ATCC MYA-1381"	NA	"L"	"H"	"H"	"H"	94	2	"Bigyra"	NA	"Thraustochytrida"	"Thraustochytriaceae"	"Aurantiochytrium"	"JGI"
"Psemu1"	"Stramenopiles"	37319	"Pseudo-nitzschia multiseries"	NA	NA	"H"	"H"	"H"	98	2	"Bacillariophyceae"	"Bacillariophyta"	"Bacillariales"	"Bacillariaceae"	"Pseudo-nitzschia"	"JGI"
"Sacja1"	"Stramenopiles"	88149	"Saccharina japonica"	NA	"H"	"M"	"H"	"M"	90	6	"Phaeophyceae"	NA	"Laminariales"	"Laminariaceae"	"Saccharina"	"JGI"
"GCA_000002435.2"	"Metamonada"	5741	"Giardia intestinalis"	NA	"H"	"H"	"H"	"M"	23.92	5.88	NA	"Fornicata"	"Diplomonadida"	"Hexamitidae"	"Giardia"	"NCBI"
"GCA_000002825.3"	"Metamonada"	412133	"Trichomonas vaginalis G3"	NA	"M"	"H"	"H"	"M"	52.16	6.67	NA	"Parabasalia"	"Trichomonadida"	"Trichomonadidae"	"Trichomonas"	"NCBI"
"GCA_000182405.1"	"Metamonada"	598745	"Giardia intestinalis ATCC 50581"	NA	"H"	"H"	"H"	"M"	23.53	6.67	NA	"Fornicata"	"Diplomonadida"	"Hexamitidae"	"Giardia"	"NCBI"
"GCA_000182665.1"	"Metamonada"	658858	"Giardia lamblia P15"	NA	"H"	"H"	"H"	"M"	23.92	6.27	NA	"Fornicata"	"Diplomonadida"	"Hexamitidae"	"Giardia"	"NCBI"
"GCA_000497125.2"	"Metamonada"	348837	"Spironucleus salmonicida"	NA	NA	"M"	"H"	NA	18.82	7.06	NA	"Fornicata"	"Diplomonadida"	"Hexamitidae"	"Spironucleus"	"NCBI"
"GCA_001543975.1"	"Metamonada"	1394984	"Giardia intestinalis assemblage B"	NA	"H"	"H"	"H"	"M"	23.14	6.67	NA	"Fornicata"	"Diplomonadida"	"Hexamitidae"	"Giardia"	"NCBI"
"GCA_001839685.2"	"Metamonada"	1144522	"Tritrichomonas foetus"	NA	"M"	"H"	"H"	"M"	50.59	4.71	NA	"Parabasalia"	"Tritrichomonadida"	"Tritrichomonadidae"	"Tritrichomonas"	"NCBI"
"GCA_003568945.1"	"Metamonada"	797122	"Kipferlia bialata"	NA	"L"	"M"	"H"	"L"	18.82	21.96	NA	"Fornicata"	NA	NA	"Kipferlia"	"NCBI"
"GCA_006247105.1"	"Metamonada"	5742	"Giardia muris"	NA	"H"	"M"	"H"	"L"	22.35	7.06	NA	"Fornicata"	"Diplomonadida"	"Hexamitidae"	"Giardia"	"NCBI"
"GCA_008636045.1"	"Metamonada"	222440	"Streblomastix strix"	NA	NA	"H"	"H"	"L"	38.04	18.04	NA	"Preaxostyla"	"Oxymonadida"	"Streblomastigidae"	"Streblomastix"	"NCBI"
"GCA_019828565.1"	"Metamonada"	201153	"Carpediemonas membranifera"	NA	"H"	"H"	"H"	"M"	48.63	11.37	NA	"Fornicata"	NA	NA	"Carpediemonas"	"NCBI"
"GCA_020184695.1"	"Metamonada"	135588	"Histomonas meleagridis"	NA	"M"	"M"	"H"	"M"	46.67	9.8	NA	"Parabasalia"	"Tritrichomonadida"	"Dientamoebidae"	"Histomonas"	"NCBI"
"GCA_024181965.1"	"Metamonada"	2918883	"Aduncisulcus paluster"	NA	NA	"M"	"H"	"L"	31.37	11.37	NA	"Fornicata"	NA	NA	"Aduncisulcus"	"NCBI"
"GCA_027625915.1"	"Metamonada"	1746091	"Anaeramoeba flamelloides"	"L"	"H"	"H"	"H"	"H"	79.61	3.14	NA	NA	NA	"Anaeramoebidae"	"Anaeramoeba"	"NCBI"
"GCA_027972325.1"	"Metamonada"	342808	"Paratrimastix pyriformis"	NA	NA	"H"	"H"	"H"	62.35	6.67	NA	"Preaxostyla"	NA	"Paratrimastigidae"	"Paratrimastix"	"NCBI"
"GCA_028826165.1"	"Metamonada"	1746090	"Anaeramoeba ignava"	"L"	"H"	"H"	"H"	"H"	77.25	2.75	NA	NA	NA	"Anaeramoebidae"	"Anaeramoeba"	"NCBI"
"GCA_033064195.1"	"Metamonada"	2049346	"Blattamonas nauphoetae"	NA	"L"	"H"	"H"	"L"	52.94	9.02	NA	"Preaxostyla"	"Oxymonadida"	NA	"Blattamonas"	"NCBI"
"GCA_039105265.1"	"Metamonada"	1915356	"Tritrichomonas musculus"	NA	"M"	"H"	"H"	"M"	54.51	7.06	NA	"Parabasalia"	"Tritrichomonadida"	"Tritrichomonadidae"	"Tritrichomonas"	"NCBI"
"GCA_040285745.1"	"Metamonada"	2654837	"Barthelona sp. PCE"	NA	"M"	"H"	"H"	"M"	40.78	7.45	NA	NA	NA	NA	"Barthelona"	"NCBI"
"GCA_963988835.2"	"Metamonada"	28002	"Hexamita inflata"	NA	NA	"M"	"H"	"L"	24.71	5.88	NA	"Fornicata"	"Diplomonadida"	"Hexamitidae"	"Hexamita"	"NCBI"
"GCA_000002445.1"	"Discoba"	185431	"Trypanosoma brucei brucei TREU927"	NA	"H"	"H"	"H"	"H"	97.69	1.54	"Kinetoplastea"	"Euglenozoa"	"Trypanosomatida"	"Trypanosomatidae"	"Trypanosoma"	"NCBI"
"GCA_000002725.2"	"Discoba"	347515	"Leishmania major strain Friedlin"	NA	"H"	"H"	"H"	"H"	100	0	"Kinetoplastea"	"Euglenozoa"	"Trypanosomatida"	"Trypanosomatidae"	"Leishmania"	"NCBI"
"GCA_000002845.2"	"Discoba"	420245	"Leishmania braziliensis MHOM/BR/75/M2904"	NA	"H"	"H"	"H"	"H"	96.92	1.54	"Kinetoplastea"	"Euglenozoa"	"Trypanosomatida"	"Trypanosomatidae"	"Leishmania"	"NCBI"
"GCA_000002875.2"	"Discoba"	435258	"Leishmania infantum JPCM5"	NA	"H"	"H"	"H"	"H"	100	0	"Kinetoplastea"	"Euglenozoa"	"Trypanosomatida"	"Trypanosomatidae"	"Leishmania"	"NCBI"
"GCA_000004985.1"	"Discoba"	5762	"Naegleria gruberi"	NA	"M"	"H"	"H"	"H"	77.65	10.2	NA	"Heterolobosea"	NA	"Vahlkampfiidae"	"Naegleria"	"NCBI"
"GCA_000188675.2"	"Discoba"	5693	"Trypanosoma cruzi"	NA	"H"	"H"	"H"	"M"	93.08	4.62	"Kinetoplastea"	"Euglenozoa"	"Trypanosomatida"	"Trypanosomatidae"	"Trypanosoma"	"NCBI"
"GCA_000210295.1"	"Discoba"	679716	"Trypanosoma brucei gambiense DAL972"	NA	"H"	"H"	"H"	"H"	98.46	1.54	"Kinetoplastea"	"Euglenozoa"	"Trypanosomatida"	"Trypanosomatidae"	"Trypanosoma"	"NCBI"
"GCA_000227135.2"	"Discoba"	5661	"Leishmania donovani"	NA	"H"	"H"	"H"	"H"	99.23	0	"Kinetoplastea"	"Euglenozoa"	"Trypanosomatida"	"Trypanosomatidae"	"Leishmania"	"NCBI"
"GCA_000227375.1"	"Discoba"	1055687	"Trypanosoma vivax Y486"	NA	NA	NA	NA	NA	9.23	2.31	"Kinetoplastea"	"Euglenozoa"	"Trypanosomatida"	"Trypanosomatidae"	"Trypanosoma"	"NCBI"
"GCA_000227395.2"	"Discoba"	1068625	"Trypanosoma congolense IL3000"	NA	NA	NA	NA	NA	34.62	14.62	"Kinetoplastea"	"Euglenozoa"	"Trypanosomatida"	"Trypanosomatidae"	"Trypanosoma"	"NCBI"
"GCA_000234665.4"	"Discoba"	929439	"Leishmania mexicana MHOM/GT/2001/U1103"	NA	"H"	"H"	"H"	"H"	99.23	0.77	"Kinetoplastea"	"Euglenozoa"	"Trypanosomatida"	"Trypanosomatidae"	"Leishmania"	"NCBI"
"GCA_000300495.1"	"Discoba"	85056	"Trypanosoma cruzi marinkellei"	NA	"H"	"H"	"H"	"M"	98.46	0.77	"Kinetoplastea"	"Euglenozoa"	"Trypanosomatida"	"Trypanosomatidae"	"Trypanosoma"	"NCBI"
"GCA_000442495.1"	"Discoba"	28005	"Strigomonas culicis"	NA	NA	"H"	"H"	NA	73.08	20	"Kinetoplastea"	"Euglenozoa"	"Trypanosomatida"	"Trypanosomatidae"	"Strigomonas"	"NCBI"
"GCA_000442575.2"	"Discoba"	59799	"Angomonas deanei"	NA	"M"	"H"	"H"	"M"	79.23	16.92	"Kinetoplastea"	"Euglenozoa"	"Trypanosomatida"	"Trypanosomatidae"	"Angomonas"	"NCBI"
"GCA_000492115.1"	"Discoba"	429131	"Trypanosoma rangeli SC58"	NA	"H"	"H"	"H"	NA	94.62	3.85	"Kinetoplastea"	"Euglenozoa"	"Trypanosomatida"	"Trypanosomatidae"	"Trypanosoma"	"NCBI"
"GCA_000496795.1"	"Discoba"	1416333	"Trypanosoma cruzi Dm28c"	NA	"H"	"H"	"H"	"M"	90.77	8.46	"Kinetoplastea"	"Euglenozoa"	"Trypanosomatida"	"Trypanosomatidae"	"Trypanosoma"	"NCBI"
"GCA_000582765.1"	"Discoba"	479712	"Phytomonas sp. EM1"	NA	"H"	"H"	"H"	"M"	90	9.23	"Kinetoplastea"	"Euglenozoa"	"Trypanosomatida"	"Trypanosomatidae"	"Phytomonas"	"NCBI"
"GCA_000691245.1"	"Discoba"	71804	"Trypanosoma grayi"	NA	"H"	"H"	"H"	"M"	95.38	3.85	"Kinetoplastea"	"Euglenozoa"	"Trypanosomatida"	"Trypanosomatidae"	"Trypanosoma"	"NCBI"
"GCA_000755165.1"	"Discoba"	5679	"Leishmania panamensis"	NA	"H"	"H"	"H"	"H"	100	0	"Kinetoplastea"	"Euglenozoa"	"Trypanosomatida"	"Trypanosomatidae"	"Leishmania"	"NCBI"
"GCA_000982615.1"	"Discoba"	223615	"Phytomonas sp. Hart1"	NA	"L"	"H"	"H"	"M"	80	19.23	"Kinetoplastea"	"Euglenozoa"	"Trypanosomatida"	"Trypanosomatidae"	"Phytomonas"	"NCBI"
"GCA_001235845.1"	"Discoba"	1314962	"Perkinsela sp. CCAP 1560/4"	NA	NA	NA	"H"	NA	65.38	6.92	"Kinetoplastea"	"Euglenozoa"	NA	"Ichthyobodonidae"	"Perkinsela"	"NCBI"
"GCA_001293395.1"	"Discoba"	157538	"Leptomonas pyrrhocoris"	NA	"H"	"H"	"H"	"M"	100	0	"Kinetoplastea"	"Euglenozoa"	"Trypanosomatida"	"Trypanosomatidae"	"Leptomonas"	"NCBI"
"GCA_001299535.1"	"Discoba"	5684	"Leptomonas seymouri"	NA	"H"	"H"	"H"	"M"	99.23	0.77	"Kinetoplastea"	"Euglenozoa"	"Trypanosomatida"	"Trypanosomatidae"	"Leptomonas"	"NCBI"
"GCA_001457755.2"	"Discoba"	5694	"Trypanosoma equiperdum"	NA	"H"	"H"	"H"	"H"	94.62	0	"Kinetoplastea"	"Euglenozoa"	"Trypanosomatida"	"Trypanosomatidae"	"Trypanosoma"	"NCBI"
"GCA_001460835.1"	"Discoba"	75058	"Bodo saltans"	NA	"H"	"H"	"H"	"M"	89.23	8.46	"Kinetoplastea"	"Euglenozoa"	"Eubodonida"	"Bodonidae"	"Bodo"	"NCBI"
"GCA_002087225.1"	"Discoba"	67003	"Trypanosoma theileri"	NA	"H"	"H"	"H"	"M"	99.23	0.77	"Kinetoplastea"	"Euglenozoa"	"Trypanosomatida"	"Trypanosomatidae"	"Trypanosoma"	"NCBI"
"GCA_002219105.2"	"Discoba"	85057	"Trypanosoma cruzi cruzi"	NA	"H"	"H"	"H"	"M"	100	0	"Kinetoplastea"	"Euglenozoa"	"Trypanosomatida"	"Trypanosomatidae"	"Trypanosoma"	"NCBI"
"GCA_003324165.2"	"Discoba"	51637	"Naegleria lovaniensis"	NA	"H"	"H"	"H"	"H"	86.27	4.71	NA	"Heterolobosea"	NA	"Vahlkampfiidae"	"Naegleria"	"NCBI"
"GCA_003543875.1"	"Discoba"	630700	"Trypanosoma brucei equiperdum"	NA	"H"	NA	"H"	"H"	76.15	4.62	"Kinetoplastea"	"Euglenozoa"	"Trypanosomatida"	"Trypanosomatidae"	"Trypanosoma"	"NCBI"
"GCA_003719475.1"	"Discoba"	5698	"Trypanosoma rangeli"	NA	"H"	"H"	"H"	"M"	96.15	3.85	"Kinetoplastea"	"Euglenozoa"	"Trypanosomatida"	"Trypanosomatidae"	"Trypanosoma"	"NCBI"
"GCA_003719485.1"	"Discoba"	83891	"Trypanosoma conorhini"	NA	"H"	"H"	"H"	"M"	97.69	1.54	"Kinetoplastea"	"Euglenozoa"	"Trypanosomatida"	"Trypanosomatidae"	"Trypanosoma"	"NCBI"
"GCA_008403515.1"	"Discoba"	5763	"Naegleria fowleri"	NA	"H"	"H"	"H"	"L"	85.88	3.14	NA	"Heterolobosea"	NA	"Vahlkampfiidae"	"Naegleria"	"NCBI"
"GCA_009731335.1"	"Discoba"	5689	"Leishmania tarentolae"	NA	"H"	"H"	"H"	"H"	98.46	0.77	"Kinetoplastea"	"Euglenozoa"	"Trypanosomatida"	"Trypanosomatidae"	"Leishmania"	"NCBI"
"GCA_017916305.1"	"Discoba"	5663	"Leishmania enriettii"	NA	"H"	"H"	"H"	"H"	98.46	0	"Kinetoplastea"	"Euglenozoa"	"Trypanosomatida"	"Trypanosomatidae"	"Leishmania"	"NCBI"
"GCA_017916325.1"	"Discoba"	1580590	"Leishmania martiniquensis"	NA	"H"	"H"	"H"	"H"	100	0	"Kinetoplastea"	"Euglenozoa"	"Trypanosomatida"	"Trypanosomatidae"	"Leishmania"	"NCBI"
"GCA_017916335.1"	"Discoba"	2249476	"Leishmania orientalis"	NA	"H"	"H"	"H"	"H"	99.23	0.77	"Kinetoplastea"	"Euglenozoa"	"Trypanosomatida"	"Trypanosomatidae"	"Leishmania"	"NCBI"
"GCA_017918215.1"	"Discoba"	2803181	"Leishmania sp. Ghana 2012 LV757"	NA	"H"	"H"	"H"	"H"	96.92	0	"Kinetoplastea"	"Euglenozoa"	"Trypanosomatida"	"Trypanosomatidae"	"Leishmania"	"NCBI"
"GCA_017918225.1"	"Discoba"	2802991	"Leishmania sp. Namibia"	NA	"H"	"H"	"H"	"H"	99.23	0	"Kinetoplastea"	"Euglenozoa"	"Trypanosomatida"	"Trypanosomatidae"	"Leishmania"	"NCBI"
"GCA_017918235.1"	"Discoba"	2761500	"Porcisia hertigi"	NA	"H"	"H"	"H"	"M"	98.46	0	"Kinetoplastea"	"Euglenozoa"	"Trypanosomatida"	"Trypanosomatidae"	"Porcisia"	"NCBI"
"GCA_019188245.1"	"Discoba"	1808958	"Novymonas esmeraldas"	NA	NA	"H"	"H"	"M"	96.15	0	"Kinetoplastea"	"Euglenozoa"	"Trypanosomatida"	"Trypanosomatidae"	"Novymonas"	"NCBI"
"GCA_019425475.1"	"Discoba"	5699	"Trypanosoma vivax"	NA	"H"	"H"	"H"	"M"	91.54	0.77	"Kinetoplastea"	"Euglenozoa"	"Trypanosomatida"	"Trypanosomatidae"	"Trypanosoma"	"NCBI"
"GCA_022059095.1"	"Discoba"	715481	"Trypanosoma melophagium"	NA	"H"	"H"	"H"	"M"	100	0	"Kinetoplastea"	"Euglenozoa"	"Trypanosomatida"	"Trypanosomatidae"	"Trypanosoma"	"NCBI"
"GCA_024505685.1"	"Discoba"	5660	"Leishmania braziliensis"	NA	"H"	"H"	"H"	"H"	93.08	2.31	"Kinetoplastea"	"Euglenozoa"	"Trypanosomatida"	"Trypanosomatidae"	"Leishmania"	"NCBI"
"GCA_026419775.2"	"Discoba"	1008807	"Acrasis kona"	NA	"H"	"H"	"H"	"H"	85.49	6.67	NA	"Heterolobosea"	NA	"Acrasidae"	"Acrasis"	"NCBI"
"GCA_030068145.1"	"Discoba"	91374	"Diplonema papillatum"	NA	"H"	"H"	"H"	"H"	39.23	9.23	"Diplonemea"	"Euglenozoa"	NA	"Diplonemidae"	"Diplonema"	"NCBI"
"GCA_040363505.1"	"Discoba"	653362	"Leishmania utingensis"	NA	"H"	"H"	"H"	"H"	97.69	0.77	"Kinetoplastea"	"Euglenozoa"	"Trypanosomatida"	"Trypanosomatidae"	"Leishmania"	"NCBI"
"GCA_040363515.1"	"Discoba"	5680	"Leishmania shawi"	NA	"H"	"H"	"H"	"H"	96.92	0.77	"Kinetoplastea"	"Euglenozoa"	"Trypanosomatida"	"Trypanosomatidae"	"Leishmania"	"NCBI"
"GCA_040363635.1"	"Discoba"	5678	"Leishmania naiffi"	NA	"H"	"H"	"H"	"H"	95.38	1.54	"Kinetoplastea"	"Euglenozoa"	"Trypanosomatida"	"Trypanosomatidae"	"Leishmania"	"NCBI"
"GCA_040363675.1"	"Discoba"	651832	"Leishmania lindenbergi"	NA	"H"	"H"	"H"	"H"	96.15	0.77	"Kinetoplastea"	"Euglenozoa"	"Trypanosomatida"	"Trypanosomatidae"	"Leishmania"	"NCBI"
"GCA_900500625.2"	"Discoba"	5671	"Leishmania infantum"	NA	"H"	"H"	"H"	"H"	100	0	"Kinetoplastea"	"Euglenozoa"	"Trypanosomatida"	"Trypanosomatidae"	"Leishmania"	"NCBI"
"Giaint1"	"Excavata"	184922	"Giardia lamblia ATCC 50803"	NA	NA	"H"	"H"	"M"	23.5	5.1	NA	"Fornicata"	"Diplomonadida"	"Hexamitidae"	"Giardia"	"JGI"
"GCA_000002595.3"	"Metamonada"	3055	"Chlamydomonas reinhardtii"	"M"	NA	"H"	"H"	"H"	99.01	0.26	"Chlorophyceae"	"Chlorophyta"	"Chlamydomonadales"	"Chlamydomonadaceae"	"Chlamydomonas"	"NCBI"
"GCA_000090985.2"	"Chlorophyta"	296587	"Micromonas commoda"	NA	NA	"H"	"H"	"H"	98.03	0.99	"Mamiellophyceae"	"Chlorophyta"	"Mamiellales"	"Mamiellaceae"	"Micromonas"	"NCBI"
"GCA_000092065.1"	"Chlorophyta"	436017	"Ostreococcus lucimarinus CCE9901"	NA	NA	"H"	"H"	"H"	97.37	1.38	"Mamiellophyceae"	"Chlorophyta"	"Mamiellales"	"Bathycoccaceae"	"Ostreococcus"	"NCBI"
"GCA_000143455.1"	"Chlorophyta"	3068	"Volvox carteri f. nagariensis"	NA	NA	"H"	"H"	"H"	96.58	1.12	"Chlorophyceae"	"Chlorophyta"	"Chlamydomonadales"	"Volvocaceae"	"Volvox"	"NCBI"
"GCA_000147415.1"	"Chlorophyta"	554065	"Chlorella variabilis"	NA	NA	"H"	"H"	"H"	92.36	3.09	"Trebouxiophyceae"	"Chlorophyta"	"Chlorellales"	"Chlorellaceae"	"Chlorella"	"NCBI"
"GCA_000151265.1"	"Chlorophyta"	564608	"Micromonas pusilla CCMP1545"	NA	NA	"H"	"H"	"H"	96.77	1.38	"Mamiellophyceae"	"Chlorophyta"	"Mamiellales"	"Mamiellaceae"	"Micromonas"	"NCBI"
"GCA_000214015.2"	"Chlorophyta"	70448	"Ostreococcus tauri"	NA	NA	"H"	"H"	"H"	98.29	0.39	"Mamiellophyceae"	"Chlorophyta"	"Mamiellales"	"Bathycoccaceae"	"Ostreococcus"	"NCBI"
"GCA_000258705.1"	"Chlorophyta"	574566	"Coccomyxa subellipsoidea C-169"	NA	NA	"H"	"H"	"H"	98.09	0.79	"Trebouxiophyceae"	"Chlorophyta"	NA	NA	"Coccomyxa"	"NCBI"
"GCA_000611645.1"	"Chlorophyta"	145388	"Monoraphidium neglectum"	NA	NA	"H"	"H"	"H"	73.14	18.24	"Chlorophyceae"	"Chlorophyta"	"Sphaeropleales"	"Selenastraceae"	"Monoraphidium"	"NCBI"
"GCA_000690575.1"	"Chlorophyta"	1291522	"Helicosporidium sp. ATCC 50920"	NA	NA	"H"	"H"	"H"	61.88	14.09	"Trebouxiophyceae"	"Chlorophyta"	"Chlorellales"	"Chlorellaceae"	"Helicosporidium"	"NCBI"
"GCA_000733215.1"	"Chlorophyta"	3075	"Auxenochlorella protothecoides"	NA	NA	"H"	"H"	"H"	93.81	2.37	"Trebouxiophyceae"	"Chlorophyta"	"Chlorellales"	"Chlorellaceae"	"Auxenochlorella"	"NCBI"
"GCA_001247695.2"	"Chlorophyta"	36881	"Cymbomonas tetramitiformis"	"L"	"H"	"H"	"H"	"H"	83.54	5.33	"Pyramimonadophyceae"	"Chlorophyta"	"Pyramimonadales"	"Pyramimonadaceae"	"Cymbomonas"	"NCBI"
"GCA_001584585.1"	"Chlorophyta"	33097	"Gonium pectorale"	NA	NA	"H"	"H"	"H"	91.64	5	"Chlorophyceae"	"Chlorophyta"	"Chlamydomonadales"	"Volvocaceae"	"Gonium"	"NCBI"
"GCA_002220235.1"	"Chlorophyta"	41875	"Bathycoccus prasinos"	NA	NA	"H"	"H"	"H"	96.51	0.92	"Mamiellophyceae"	"Chlorophyta"	"Mamiellales"	"Bathycoccaceae"	"Bathycoccus"	"NCBI"
"GCA_002245815.2"	"Chlorophyta"	554055	"Micractinium conductrix"	NA	NA	"H"	"H"	"H"	95.98	0.72	"Trebouxiophyceae"	"Chlorophyta"	"Chlorellales"	"Chlorellaceae"	"Micractinium"	"NCBI"
"GCA_002245835.2"	"Chlorophyta"	3076	"Chlorella sorokiniana"	NA	NA	"H"	"H"	"H"	97.5	0.59	"Trebouxiophyceae"	"Chlorophyta"	"Chlorellales"	"Chlorellaceae"	"Chlorella"	"NCBI"
"GCA_002284615.2"	"Chlorophyta"	3046	"Dunaliella salina"	NA	NA	"M"	"H"	"H"	81.7	7.11	"Chlorophyceae"	"Chlorophyta"	"Chlamydomonadales"	"Dunaliellaceae"	"Dunaliella"	"NCBI"
"GCA_002335675.1"	"Chlorophyta"	1157962	"Chlamydomonas eustigma"	NA	NA	"H"	"H"	"H"	97.24	0.66	"Chlorophyceae"	"Chlorophyta"	"Chlamydomonadales"	"Chlamydomonadaceae"	"Chlamydomonas"	"NCBI"
"GCA_002891735.1"	"Chlorophyta"	47790	"Tetrabaena socialis"	NA	NA	"H"	"M"	"H"	60.37	19.75	"Chlorophyceae"	"Chlorophyta"	"Chlamydomonadales"	"Tetrabaenaceae"	"Tetrabaena"	"NCBI"
"GCA_003203535.1"	"Chlorophyta"	307507	"Raphidocelis subcapitata"	NA	NA	"H"	"H"	"H"	96.12	1.18	"Chlorophyceae"	"Chlorophyta"	"Sphaeropleales"	"Selenastraceae"	"Raphidocelis"	"NCBI"
"GCA_007859695.1"	"Chlorophyta"	1764295	"Chloropicon primus"	NA	"M"	"H"	"H"	"H"	91.44	0.46	"Chloropicophyceae"	"Chlorophyta"	"Chloropicales"	"Chloropicaceae"	"Chloropicon"	"NCBI"
"GCA_008636185.1"	"Chlorophyta"	2608996	"Trebouxia sp. A1-2"	NA	NA	"H"	"H"	"H"	87.36	1.97	"Trebouxiophyceae"	"Chlorophyta"	"Trebouxiales"	"Trebouxiaceae"	"Trebouxia"	"NCBI"
