Assembly Accession	Assembly Name	Organism Name	Organism Taxonomic ID	Assembly Stats Total Sequence Length	Assembly Level
GCA_014839935.2	UCR_Emusc_Berkeley_Nanopore.2	Entomophthora muscae	34485	1031188800	Scaffold
GCA_009193445.1	Asppset1	Aspergillus pseudotamarii	132259	38243929	Scaffold
GCA_010724455.1	ASM1072445v1	Aspergillus lentulus	293939	30229310	Scaffold
GCA_000264905.1	Stehi1	Stereum hirsutum FP-91666 SS1	721885	46511623	Scaffold
GCA_001749795.1	ASM174979v1	Hanseniaspora opuntiae	211096	8831957	Scaffold
GCA_022376515.1	Lacvol1	Lactifluus volemus	71967	62975844	Contig
GCA_003268315.1	ASM326831v1	Stemphylium lycopersici	183478	34088916	Scaffold
GCA_025331435.1	Chocucu1	Choanephora cucurbitarum	101091	35108735	Contig
GCA_030512325.1	ASM3051232v1	Lasiodiplodia hormozganensis	869390	43247313	Scaffold
GCA_003194525.1	GraCho1.0	Gracilariopsis chorda	448386	92180038	Contig
GCA_025201785.1	Xyllon1	Xylaria longipes	114818	50750822	Scaffold
GCA_011800145.1	KU_Mleo_1.0	Mirounga leonina	9715	2417303335	Scaffold
GCA_004798865.1	ASM479886v1	Varanus komodoensis	61221	1507945839	Scaffold
GCA_025677835.1	Spoumb1	Sporodiniella umbellata	101117	26235891	Contig
GCA_009859145.1	Andalucia_godoyi_V16	Andalucia godoyi	505711	20088560	Scaffold
GCA_001481415.2	ASM148141v2	Sanghuangporus baumii	108892	31641441	Scaffold
GCA_905250025.1	Ar_ARIC003_reference_genomic_v1	Adineta ricciae	249248	135599987	Scaffold
GCA_001625285.1	Ci238704v1	Colletotrichum incanum	1573173	53597417	Scaffold
GCA_002865625.1	Rhier1	Hyaloscypha hepaticicola	2082293	57408471	Scaffold
GCA_002049455.2	P_umbilicalis_v1	Porphyra umbilicalis	2786	87698808	Scaffold
GCA_015039365.1	Amarub1	Amanita rubescens	71933	76593165	Contig
GCA_002218305.1	ASM221830v1	Callipepla squamata	9009	1045281893	Scaffold
GCA_004369125.1	Ptegra1	Pterula gracilis	1884261	34769099	Scaffold
GCA_001293395.1	ASM129339v1	Leptomonas pyrrhocoris	157538	30379903	Scaffold
GCA_022478985.1	UCR_MCPNR19_1.0	Massospora cicadina	348617	1488883982	Contig
GCA_010078415.1	BGI_Pant.V1	Pygoscelis antarcticus	79643	1260447050	Scaffold
GCA_030052785.1	ASM3005278v1	Coniochaeta hoffmannii	91930	32670095	Scaffold
GCA_004786065.1	Ascni1	Ascodesmis nigricans	341454	27385218	Scaffold
GCA_016800925.1	Suipic1	Suillus spraguei	5383	87086403	Contig
GCA_000264995.1	Punctularia strigosozonata v1.0	Punctularia strigosozonata HHB-11173 SS5	741275	34171901	Scaffold
GCA_017365405.1	ASM1736540v1	Cadophora malorum	108018	48945047	Contig
GCA_004355085.1	Ricmel1	Rickenella mellea	50990	45069463	Scaffold
GCA_001972305.1	Cfol_1.0	Cephalotus follicularis	3775	1614517073	Scaffold
GCA_025890175.1	ASM2589017v1	Ciborinia camelliae	647257	46380254	Scaffold
GCA_016748015.1	ASM1674801v1	Geosiphon pyriformis	50956	128319586	Scaffold
GCA_015501595.1	Hymrad1	Hymenopellis radicata	937743	78586690	Contig
GCA_033576145.1	Clasam1	Cladorrhinum samala	585594	36213901	Scaffold
GCA_011799765.1	ASM1179976v1	Nymphaea thermarum	419125	368003157	Scaffold
GCA_014281905.1	ASM1428190v1	Aspergillus hiratsukae	1194566	30071213	Scaffold
GCA_019973975.1	Tnct_1.0	Trichonephila clavata	2740835	2497895991	Scaffold
GCA_001687445.1	Obbri1	Obba rivulosa	1052685	34037596	Scaffold
GCA_008692635.1	BGI_CrCroc_1.0	Crocuta crocuta	9678	2348360376	Scaffold
GCA_003073855.1	Perma1	Periconia macrospinosa	97972	54992973	Scaffold
GCA_900624975.1	A_costaricensis_Costa_Rica_0011_upd	Angiostrongylus costaricensis	334426	262782696	Scaffold
GCA_022160305.1	Clapy1	Artomyces pyxidatus	48021	37987417	Scaffold
GCA_037179515.1	Hrubra_v1	Halocaridina rubra	373956	1232496077	Contig
GCA_013397395.1	ASM1339739v1	Sinosuthora webbiana	337173	1050295543	Scaffold
GCA_000350225.2	ASM35022v2	Chondrus crispus	2769	104800334	Scaffold
GCA_024635365.1	ASM2463536v1	Aix galericulata	8832	1079824113	Scaffold
GCA_001913855.2	ASM191385v2	Hermanssonia centrifuga	98765	34612349	Contig
GCA_004802725.1	ASM480272v1	Antrodiella citrinella	2447956	33017182	Scaffold
GCA_002335675.1	C.eustigma genome v1.0	Chlamydomonas eustigma	1157962	66605202	Scaffold
GCA_013398595.1	ASM1339859v1	Cercotrichas coryphoeus	614051	1029849930	Scaffold
GCA_001970955.1	ASM197095v1	Stentor coeruleus	5963	77789515	Contig
GCA_004794785.1	ICG_Ofel_1.0	Opisthorchis felineus	147828	679245959	Scaffold
GCA_013397515.1	ASM1339751v1	Upupa epops	57439	972138363	Scaffold
GCA_013398335.1	ASM1339833v1	Nothoprocta ornata	83376	978286010	Scaffold
GCA_000190715.1	v1.0	Dictyostelium purpureum	5786	32967225	Scaffold
GCA_013399995.1	ASM1339999v1	Oenanthe oenanthe	279966	1001836003	Scaffold
GCA_019155715.1	JHI_pseudo_1.0	Phytophthora pseudosyringae	221518	48923166	Scaffold
GCA_907169785.1	Menidia_menidia_GA_1.0	Menidia menidia	238744	620036635	Scaffold
GCA_003547095.1	Glomus_Soap2_v3.1.nr.fa	Diversispora epigaea	1348612	156576535	Scaffold
GCA_004802695.1	ASM480269v1	Phellinidium pouzarii	167371	28590294	Contig
GCA_013389905.1	ASM1338990v1	Sula dactylatra	56068	1136665023	Scaffold
GCA_013398735.1	ASM1339873v1	Nothocercus julius	2585813	1019400681	Scaffold
GCA_000986645.1	ASM98664v1	Aspergillus rambellii	308745	26435630	Contig
GCA_003550325.1	ASM355032v1	Gigaspora rosea	44941	567860885	Scaffold
GCA_002174775.1	MC_HNAU_1.0	Macleaya cordata	56857	377833576	Scaffold
GCA_003731715.1	BGI_Agra_1.0	Anabarilius grahami	495550	991887266	Scaffold
GCA_002081595.1	ACH_lane_v1	Achlya hypogyna	1202772	43398470	Scaffold
GCA_007821545.1	CFIA_Lsub_EG2017	Lachnellula subtilissima	602034	35230510	Contig
GCA_001179505.1	Vbrassicaformis	Vitrella brassicaformis CCMP3155	1169540	72700666	Scaffold
GCA_019968535.1	UTMN_FragSetig_1.0	Fragariocoptes setiger	1670756	40885299	Contig
GCA_000520115.1	Apha_inva_NJM9701_V1	Aphanomyces invadans	157072	71402472	Scaffold
GCA_000743755.1	ASM74375v1	Blastocystis sp. subtype 4	944170	12919355	Scaffold
GCA_900010015.1	PRJEB11238_BCW_v1	Tuber aestivum	59557	144718305	Scaffold
GCA_000691975.1	ASM69197v1	Corvus brachyrhynchos	85066	1091312783	Scaffold
GCA_000703405.1	ASM70340v1	Apaloderma vittatum	57397	1070836417	Scaffold
GCA_025201805.1	Parpar1	Parasitella parasitica	35722	32767132	Scaffold
GCA_001642005.1	IntLin1.0	Intoshia linei	1819745	41603068	Scaffold
GCA_000690835.1	ASM69083v1	Fulmarus glacialis	30455	1141395646	Scaffold
GCA_015849325.1	UCR_MspKOD1229_1.0	Mortierella antarctica	979670	35455509	Scaffold
GCA_013401275.1	ASM1340127v1	Pandion haliaetus	56262	1147624024	Scaffold
GCA_000696155.1	ZooNev1.0	Zootermopsis nevadensis	136037	485009472	Scaffold
GCA_026074375.1	Tcoc_v1.0	Tanacetum coccineum	301880	9463677832	Scaffold
GCA_002600585.1	ASM260058v1	Cystoisospora suis	483139	83597486	Scaffold
GCA_003550305.1	ASM355030v1	Glomus cerebriforme	658196	136820789	Scaffold
GCA_027627235.1	Agrocybe_chaxingu_MP-N11_reassembly	Agrocybe chaxingu	84603	40343159	Scaffold
GCA_025201675.1	Cunech1	Cunninghamella echinulata	76405	29002410	Scaffold
GCA_000699545.1	ASM69954v1	Podiceps cristatus	345573	1134922578	Scaffold
GCA_006535955.1	ASM653595v1	Synchytrium endobioticum	286115	21483073	Scaffold
GCA_016098005.1	UCR_MminAD069_1.0	Podila minutissima	64525	39396580	Scaffold
GCA_004681135.1	ASM468113v1	Hericium alpestre	135208	37532302	Scaffold
GCA_029286575.1	ASM2928657v1	Pitangus sulphuratus	371930	1037404267	Scaffold
GCA_027627215.1	Lecanicillium_saksenae_reassembly	Lecanicillium saksenae	468837	35354223	Contig
GCA_000699945.1	ASM69994v1	Cathartes aura	43455	1152571117	Scaffold
GCA_000327345.1	ASM32734v1	Myotis davidii	225400	2059799708	Scaffold
GCA_964199305.1	IXPA_v1	Ixodes pacificus	29930	2234492073	Scaffold
GCA_001594115.1	Tsep1.0	Trachymyrmex septentrionalis	34720	291747019	Scaffold
GCA_000223845.4	GNI3	Gregarina niphandrodes	110365	14009070	Scaffold
GCA_900617975.1	H_nana_Japan_0011_upd	Rodentolepis nana	102285	162943536	Scaffold
GCA_020875895.1	ASM2087589v1	Aphelenchoides avenae	70226	264011204	Scaffold
GCA_009428275.1	AAFC_TLATCC42080_1	Tilletia laevis	157183	28777633	Scaffold
GCA_000827895.1	ASM82789v1	Thelohanellus kitauei	669202	150348159	Scaffold
GCA_032403825.1	ASM3240382v1	Odynerus spinipes	1348599	168455862	Scaffold
GCA_001633215.2	ASM163321v2	Dichanthelium oligosanthes	888268	589166415	Scaffold
GCA_910592005.1	Funneliformis_mosseae_87-6_pot_B_2015	Funneliformis mosseae	27381	145719962	Contig
GCA_002909625.1	Bthov1.0	Bambusicola thoracicus	9083	1032295167	Scaffold
GCA_027596945.1	ASM2759694v1	Physocladia obscura	109957	44089900	Scaffold
GCA_013401375.1	ASM1340137v1	Spizella passerina	40210	1018792982	Scaffold
GCA_040143965.1	BranAGB5_UCR_1.0	Basidiobolus ranarum	34480	64992022	Contig
GCA_009887335.1	TAU_Hsal_1	Henneguya salminicola	69463	61443780	Scaffold
GCA_000388065.2	Font_alba_ATCC_38817_V2	Fonticula alba	691883	31216622	Scaffold
GCA_019633565.1	Serend407_1.0	Serendipita sp. 407	2136033	27230538	Scaffold
GCA_003427355.1	Storazame_v1.0	Scyliorhinus torazame	75743	4470980620	Scaffold
GCA_003610855.1	ASM361085v1	Erysiphe neolycopersici	212602	41983253	Scaffold
GCA_900617985.1	A_simplex_0011_upd	Anisakis simplex	6269	126869778	Scaffold
GCA_004193795.1	BDFB_1.0	Asbolus verrucosus	1661398	249608069	Scaffold
GCA_003611235.1	ASM361123v1	Golovinomyces cichoracearum	62708	65886882	Scaffold
GCA_000499745.2	EMH001	Eimeria mitis	44415	72240319	Scaffold
GCA_900624965.1	S_vulgaris_Kentucky_0011_upd	Strongylus vulgaris	40348	291096078	Scaffold
GCA_900617965.1	C_goldi_Cheshire_0011	Cylicostephanus goldi	71465	173362437	Scaffold
GCA_024510155.1	Gulo_gulo_luscus_R-V1.0	Gulo gulo luscus	2888765	2388197593	Scaffold
GCA_003850985.1	Aawm_assembly01	Aspergillus awamori	105351	38597812	Contig
GCA_002846915.2	Aspergillus ochraceoroseus IBT 24754 v1.1	Aspergillus ochraceoroseus IBT 24754	1392256	27718211	Contig
GCA_030347475.1	UMN_CgA_1	Cadophora gregata	51156	47765811	Contig
GCA_002105135.1	Synrac1	Syncephalastrum racemosum	13706	30745403	Contig
GCA_039999085.1	Rhomi1	Cystobasidium minutum MCA 4210	1397322	20824934	Scaffold
GCA_002865645.1	Melbi2	Hyaloscypha bicolor E	1095630	82384847	Scaffold
GCA_043170715.1	Cryan3	Cryomyces antarcticus	329879	50971245	Contig
GCA_000827325.1	Oidiodendron maius Zn v1.0	Oidiodendron maius Zn	913774	46426256	Scaffold
GCA_000281105.1	Coni_apol_CBS100218 _V1	Coniosporium apollinis CBS 100218	1168221	28645321	Scaffold
GCA_042370945.1	Theau2	Thermoascus aurantiacus ATCC 26904	1133049	28490209	Scaffold
GCA_963674455.1	LECACI7	Lecanosticta acicola	111012	30411460	Contig
GCA_000827355.1	Hebeloma cylindrosporum h7 v2.0	Hebeloma cylindrosporum	76867	38226047	Scaffold
GCA_003813185.1	Lenti7_1	Lentinus tigrinus ALCF2SS1-7	1328758	39530113	Scaffold
GCA_002102555.1	Catan2	Catenaria anguillulae PL171	765915	41337528	Contig
GCA_000392275.1	UCRPA7V03	Phaeoacremonium minimum UCRPA7	1286976	47465449	Scaffold
GCA_000600275.1	Eurhe1	Aspergillus ruber CBS 135680	1388766	26209327	Scaffold
GCA_000150975.2	MS_CBS118893	Nannizzia gypsea CBS 118893	535722	23249403	Scaffold
GCA_001006345.1	UCRPA7V1.0	Phaeomoniella chlamydospora	158046	27513354	Scaffold
GCA_042370625.1	Mychet1	Thermothelomyces heterothallicus CBS 202.75	1149848	35440081	Scaffold
GCA_000697705.1	Botbo1	Botryobasidium botryosum FD-172 SS1	930990	46674321	Scaffold
GCA_000151505.1	ASM15150v1	Trichophyton verrucosum HKI 0517	663202	22540967	Scaffold
GCA_000300595.1	Phanerochaete carnosa HHB-10118-Sp v1.0	Phanerochaete carnosa HHB-10118-sp	650164	46293325	Scaffold
GCA_002554575.1	Amanita thiersii v1.0	Amanita thiersii Skay4041	703135	33689220	Scaffold
GCA_000344685.1	Glotr1_1	Gloeophyllum trabeum ATCC 11539	670483	37178225	Scaffold
GCA_002705745.1	Coere1	Coemansia reversa NRRL 1564	763665	21837878	Scaffold
GCA_000442015.1	Rozella_k41_t100	Rozella allomycis CSF55	988480	11859274	Scaffold
GCA_000151545.2	ASM15154v2	Saprolegnia parasitica CBS 223.65	695850	53093248	Scaffold
GCA_013401055.1	ASM1340105v1	Uria aalge	13746	1181532998	Scaffold
GCA_000257125.1	ENU1 v1	Entamoeba nuttalli P19	1076696	14399953	Scaffold
GCA_001566745.1	Conidiobolus coronatus NRRL28638	Conidiobolus coronatus NRRL 28638	796925	39903661	Scaffold
GCA_010093695.1	Photr1	Plenodomus tracheiphilus IPT5	1408161	34242632	Scaffold
GCA_000003855.2	BD_SLH14081_V1	Blastomyces gilchristii SLH14081	559298	75353942	Scaffold
GCA_000827205.1	Plicr1	Plicaturopsis crispa FD-325 SS-3	944288	34498066	Scaffold
GCA_002104905.1	Basme2finSC	Basidiobolus meristosporus CBS 931.73	1314790	89489060	Contig
GCA_009733575.1	Gyman1	Gymnopus androsaceus JB14	1447944	89149538	Scaffold
GCA_000525045.1	DREv1	Drechslerella stenobrocha 248	1043628	21174508	Scaffold
GCA_000956045.1	ASM95604v1	Hirsutella minnesotensis 3608	1043627	51111088	Scaffold
GCA_000003515.2	ASM351v2	Uncinocarpus reesii 1704	336963	22327935	Scaffold
GCA_011800875.2	Suibr2	Suillus brevipes Sb2	1400700	52027859	Scaffold
GCA_000827255.1	Suilu1	Suillus luteus UH-Slu-Lm8-n1	930992	37014302	Scaffold
GCA_000832265.1	Phlgi1	Phlebiopsis gigantea 11061_1 CR5-6	745531	30143925	Scaffold
GCA_000151295.1	A_macrogynus_V3	Allomyces macrogynus ATCC 38327	578462	57060573	Scaffold
GCA_000827415.1	Sebacina vermifera MAFF 305830 v1.0	Serendipita vermifera MAFF 305830	933852	38094242	Scaffold
GCA_002844005.1	Godwit_v1	Limosa lapponica baueri	1758121	1034771378	Scaffold
GCA_000827465.1	Tulasnella calospora AL13/4D v1.0	Tulasnella calospora MUT 4182	1051891	62392858	Scaffold
GCA_029603245.1	Rhisa1	Rhizopogon salebrosus TDB-379	632084	82271765	Scaffold
GCA_012489335.1	Parmale_b_g1	Triparma laevis f. inornata	1714386	42573550	Scaffold
GCA_030846915.1	BLF_Eptnil_asm_v1.0	Eptesicus nilssonii	59451	2001081658	Scaffold
GCA_029282475.1	ASM2928247v1	Phrynocephalus forsythii	171643	1816888593	Scaffold
GCA_033675105.1	Podap1	Podospora appendiculata	314037	39954210	Contig
GCA_030512295.1	Bombom1	Bombardia bombarda	252184	38597794	Contig
GCA_030549165.1	Lasmin1	Lasiosphaeria miniovina	1954250	49418628	Contig
GCA_011692745.1	ASM1169274v1	Arthroderma uncinatum	74035	23563256	Contig
GCA_030512335.1	Cercau1	Immersiella caudata	314043	41294634	Contig
GCA_033439745.1	Lashi1	Lasiosphaeria hispida	260671	48441159	Contig
GCA_033439765.1	Lasov1	Lasiosphaeria ovina	92902	51771160	Contig
GCA_033439705.1	Cersc1	Cercophora scortea	314031	40165273	Contig
GCA_030549175.1	Lashir1	Lasiosphaeris hirsuta	260670	44448086	Contig
GCA_030673865.1	USP_Mbic_1.2	Melipona bicolor	60889	259877319	Scaffold
GCA_014462675.1	ASM1446267v1	Mycena sanguinolenta	230812	167179886	Contig
GCA_020744385.1	Fuseq1	Fusarium flagelliforme	2675880	40328194	Contig
GCA_030512285.1	Cernew1	Cercophora newfieldiana	92897	39838444	Contig
GCA_030549215.1	Schves1	Schizothecium vesticola	314040	35941384	Contig
GCA_033439725.1	Gelte1	Neurospora tetraspora	94610	43856413	Contig
GCA_020726465.1	Chagl1	Chaetomium tenue	1854479	34154134	Contig
GCA_019096155.1	ASM1909615v1	Staphylotrichum longicolle	669026	35599146	Scaffold
GCA_033439685.1	Apope1	Apodospora peruviana	516989	42017045	Contig
GCA_033439775.1	Poddi1	Podospora didyma	330526	48328886	Contig
GCA_033439085.1	Chafi1	Chaetomium fimeti	1854472	35321551	Contig
GCA_028828765.1	ASM2882876v1	Penicillium canescens	5083	46284494	Contig
GCA_033458365.1	Neuhi1	Neurospora hispaniola	588809	40807401	Contig
GCA_029168975.1	ASM2916897v1	Purpureocillium lavendulum	1247861	46132948	Contig
GCA_019650295.1	Ck_assembly01	Cercospora kikuchii	84275	34440063	Contig
GCA_020002365.1	ASM2000236v1	Trichoderma gracile	1195189	34062918	Contig
GCA_030407005.1	Armect1	Desarmillaria ectypa	47430	40598130	Contig
GCA_030268105.1	VaThai_1.0	Volvox africanus	51714	141009466	Contig
GCA_020726525.1	Truan1	Truncatella angustata	152316	47102642	Contig
GCA_022984875.1	Hypfra2	Hypoxylon fragiforme	63214	36400909	Contig
GCA_030407015.1	Armfum1	Armillaria fumosa	153910	55824865	Contig
GCA_000820605.1	S_brasiliensis_5110_v1	Sporothrix brasiliensis 5110	1398154	33205847	Contig
GCA_012980515.1	Ophcf2	Ophiocordyceps camponoti-floridani	2030778	30193175	Contig
GCA_036971715.1	ASM3697171v1	Arthrobotrys musiformis	47236	42091834	Contig
GCA_003260385.1	Cau_v1.0	Cuscuta australis	267555	262630465	Contig
GCA_039105265.1	ASM3910526v1	Tritrichomonas musculus	1915356	193486829	Contig
GCA_041260175.1	TUD_VanAlb_v1.0	Vanrija albida	181172	22534050	Contig
GCA_033439795.1	Sorbr1	Sordaria brevicollis	83679	53085477	Contig
GCA_022539325.1	XyFL0804_2	Xylariaceae sp. FL0804	2663375	45698974	Contig
GCA_020744255.1	Mictri1	Microdochium trichocladiopsis	1682393	49282715	Contig
GCA_030867605.1	CPAR01	Colletotrichum paranaense	1914294	49177916	Contig
GCA_945859915.1	ASM94585991v1	Cuscuta epithymum	186058	997015527	Contig
GCA_020736505.1	Altro1	Alternaria rosae	1187941	33831682	Contig
GCA_022432505.1	Plecto1	Xylariales sp. AK1849	1907220	39995810	Contig
GCA_030265305.1	UNM_Bpfe_1.0	Biomphalaria pfeifferi	112525	771819456	Contig
GCA_022606115.1	Hexnit1	Daedaleopsis nitida	1140402	41833432	Contig
GCA_030267565.1	PlestBisexual_1.0	Pleodorina starrii	330485	136124605	Contig
GCA_019321695.1	ASM1932169v1	Diaporthe batatas	748121	54186171	Contig
GCA_030549205.1	Apibac1	Apiosordaria backusii	314023	40188346	Contig
GCA_020747065.1	Phimu1	Cadophora sp. MPI-SDFR-AT-0126	2138324	54044039	Contig
GCA_038380885.1	Pcit129764	Phyllosticta citrichinensis	1130410	29528840	Contig
GCA_029531795.1	NWAFU_SnTB1_1.0	Sclerotinia nivalis	352851	50198487	Contig
GCA_022432525.1	Dalgra1	Daldinia grandis	103428	37510053	Contig
GCA_030407065.1	Armnab1	Armillaria nabsnona	64368	62718798	Contig
GCA_015832175.1	ASM1583217v1	Paraphaeosphaeria minitans	565426	47922910	Contig
GCA_021365275.1	XylPMI506	Xylariales sp. PMI_506	1940296	51304718	Contig
GCA_021365285.1	Talpro1	Talaromyces proteolyticus	1131652	37611490	Contig
GCA_029204075.1	Mycrub1	Mycena capillaripes	230804	119906144	Contig
GCA_002251995.2	ASM225199v2	Wickerhamiella sorbophila	45607	8129113	Contig
GCA_038025025.1	Pcit17464	Phyllosticta citribraziliensis	989973	31354043	Contig
GCA_013461495.1	Bfra_R1V1	Botrytis fragariae	1964551	41923773	Contig
GCA_022598655.1	ASM2259865v1	Antrodia cinnamomea	279009	32855596	Contig
GCA_036884685.1	Schxyl1	Scheffersomyces xylosifermentans	1304137	17250428	Contig
GCA_033220655.1	ASM3322065v1	Pseudopithomyces chartarum	1892770	39134556	Contig
GCA_009982845.1	Delst1	Delphinella strobiligena	147560	29209081	Contig
GCA_014925845.1	Crafun1	Crassisporium funariophilum	1954473	37117181	Contig
GCA_942486035.1	PLOB_v1	Porites lobata	104759	646152978	Contig
GCA_020746835.1	Stael1	Stachybotrys elegans	80388	43467584	Contig
GCA_905066765.1	Sctrf_SwB9_genome	Sclerotinia trifoliorum	28548	39909921	Contig
GCA_015956445.1	Theter1	Thelephora terrestris	56493	40733037	Contig
GCA_014058105.1	ASM1405810v1	Kingdonia uniflora	39325	1004558319	Contig
GCA_014066315.1	Lelup_v1.1	Letharia lupina	560253	49166941	Contig
GCA_002897235.1	Bovata_7.1	Babesia ovata	189622	14453397	Contig
GCA_016746295.1	UT_Pstr_1.0	Potamilus streckersoni	2493646	1776755686	Scaffold
GCA_027921405.1	LboTFB7810_1	Lentinula detonsa	2804962	40333654	Contig
GCA_022605405.1	Earsca1	Earliella scabrosa	2478900	51673276	Contig
GCA_025528875.1	Mycafr1	Mycotypha africana	64632	29202882	Contig
GCA_022606255.1	Tramey1	Trametes meyenii	526243	35370798	Contig
GCA_020744415.1	Denna1	Dendryphion nanum	256645	41131413	Contig
GCA_041146345.1	N_Populina_1.0	Neodothiora populina	2781224	23962758	Contig
GCA_022606215.1	Tramax1	Trametes maxima	259368	36566397	Contig
GCA_004011705.1	Alentis_Al4	Ascochyta lentis	205686	41901677	Contig
GCA_015501605.1	Panpap1	Panaeolus papilionaceus	330517	50889730	Contig
GCA_019456465.1	ASM1945646v1	Bacidia gigantensis	2732470	33117897	Contig
GCA_030913505.1	Colph1	Colletotrichum phormii	359342	51666170	Contig
GCA_029320655.1	Mycflo1	Mycena floridula	1033242	118533562	Contig
GCA_029532465.1	Liptet1	Lipomyces tetrasporus	54092	20779202	Contig
GCA_002847485.1	Aspcam1	Aspergillus campestris IBT 28561	1392248	28257496	Contig
GCA_010015805.1	Rhili1	Rhizodiscina lignyota	1504668	33426352	Scaffold
GCA_020726485.1	Zalva1	Halenospora varia	394676	55609683	Contig
GCA_029281495.1	Mycfil1	Mycena filopes	858877	112004863	Contig
GCA_022539335.1	Xylhel2	Xylaria cf. heliscus	1803070	44915837	Contig
GCA_020744375.1	Daces1	Dactylonectria estremocensis	1079267	64663708	Contig
GCA_021605115.1	Astre_guber_v1.0	Astrephomene gubernaculifera	47775	103829650	Contig
GCA_019059645.1	BYU_Cmel_1.0	Caranx melampygus	181461	710793090	Contig
GCA_024516145.1	Pyrdom1	Pyronema domesticum	47205	58392066	Contig
GCA_001643675.2	ASM164367v2	Monocercomonoides exilis	2049356	82301135	Contig
GCA_024663395.1	Pisti2	Pisolithus tinctorius	37468	92528219	Contig
GCA_026901365.1	ASM2690136v1	Sesbania bispinosa	485725	1038494862	Contig
GCA_000836255.1	fungal sp. No.11243_ver1.0	Dothideomycetidae sp. 11243	1603295	21719822	Scaffold
GCA_011032825.1	Masph1	Massariosphaeria phaeospora	100035	42105601	Contig
GCA_016758895.1	ASM1675889v1	Umbelopsis vinacea	44442	23182286	Scaffold
GCA_002105175.1	Absrep1	Absidia repens	90262	47422896	Contig
GCA_018292915.2	EWHU_Batt_1.5	Batillaria attramentaria	370345	715684482	Contig
GCA_027919835.1	Lenrap1	Lentinula raphanica	153919	49067377	Contig
GCA_029282495.1	Mycalb1	Mycena albidolilacea	1033008	126717228	Contig
GCA_008694065.1	Dalch_JS-1345	Daldinia childiae	326645	38652569	Scaffold
GCA_024521645.1	Morsny1	Morchella snyderi	1174678	54771879	Contig
GCA_029378245.1	Rorror1	Roridomyces roridus	1738132	91122911	Contig
GCA_000004825.1	PolPal_Dec2009	Heterostelium album PN500	670386	32970186	Scaffold
