Assembly Accession	Assembly Name	Organism Name	Organism Taxonomic ID	ANI Check status	Assembly Stats Total Sequence Length	Assembly Level	Assembly Submitter	Assembly BioProject Accession	Annotation Count Gene Total
GCA_022605405.1	Earsca1	Earliella scabrosa	2478900		51673276	Contig	DOE Joint Genome Institute	PRJNA444029	17945
GCA_025528875.1	Mycafr1	Mycotypha africana	64632		29202882	Contig	DOE Joint Genome Institute	PRJNA332250	11085
GCA_022606255.1	Tramey1	Trametes meyenii	526243		35370798	Contig	DOE Joint Genome Institute	PRJNA444032	12719
GCA_020744415.1	Denna1	Dendryphion nanum	256645		41131413	Contig	DOE Joint Genome Institute	PRJNA370194	13971
GCA_045785165.1	TKK_KSX58_v1.0	Trichogramma kaykai	54128		203423343	Contig	University of Minnesota	PRJNA1150630	20804
GCA_041146345.1	N_Populina_1.0	Neodothiora populina	2781224		23962758	Contig	University of Alaska Fairbanks	PRJNA1101016	7343
GCA_022606215.1	Tramax1	Trametes maxima	259368		36566397	Contig	DOE Joint Genome Institute	PRJNA444031	12762
GCA_015501605.1	Panpap1	Panaeolus papilionaceus	330517		50889730	Contig	DOE Joint Genome Institute	PRJNA346295	17655
GCA_019456465.1	ASM1945646v1	Bacidia gigantensis	2732470		33117897	Contig	Eastern Washington University	PRJNA748063	9280
GCA_030913505.1	Colph1	Colletotrichum phormii	359342		51666170	Contig	DOE Joint Genome Institute	PRJNA333354	15598
GCA_029320655.1	Mycflo1	Mycena floridula	1033242		118533562	Contig	DOE Joint Genome Institute	PRJNA443295	29840
GCA_029532465.1	Liptet1	Lipomyces tetrasporus	54092		20779202	Contig	DOE Joint Genome Institute	PRJNA928472	8094
GCA_002847485.1	Aspcam1	Aspergillus campestris IBT 28561	1392248		28257496	Contig	DOE Joint Genome Institute	PRJNA217206	9929
GCA_010015805.1	Rhili1	Rhizodiscina lignyota	1504668		33426352	Scaffold	DOE Joint Genome Institute	PRJNA263052	12840
GCA_020726485.1	Zalva1	Halenospora varia	394676		55609683	Contig	DOE Joint Genome Institute	PRJNA370197	17862
GCA_029281495.1	Mycfil1	Mycena filopes	858877		112004863	Contig	DOE Joint Genome Institute	PRJNA444099	29610
GCA_020744375.1	Daces1	Dactylonectria estremocensis	1079267		64663708	Contig	DOE Joint Genome Institute	PRJNA370196	19417
GCA_021605115.1	Astre_guber_v1.0	Astrephomene gubernaculifera	47775		103829650	Contig	Department of Biological Sciences, Graduate School of Science, The University of Tokyo	PRJDB10253	13729
GCA_019059645.1	BYU_Cmel_1.0	Caranx melampygus	181461		710793090	Contig	Brigham Young University	PRJNA670455	32985
GCA_024516145.1	Pyrdom1	Pyronema domesticum	47205		58392066	Contig	DOE Joint Genome Institute	PRJNA556281	12483
GCA_001643675.2	ASM164367v2	Monocercomonoides exilis	2049356		82301135	Contig	Charles University in Prague	PRJNA304271	18152
GCA_024663395.1	Pisti2	Pisolithus tinctorius	37468		92528219	Contig	DOE Joint Genome Institute	PRJNA347212	17194
GCA_026901365.1	ASM2690136v1	Sesbania bispinosa	485725		1038494862	Contig	Bangladesh Jute Research Institute	PRJNA475612	51371
GCA_011032825.1	Masph1	Massariosphaeria phaeospora	100035		42105601	Contig	DOE Joint Genome Institute	PRJNA333966	14097
GCA_016758895.1	ASM1675889v1	Umbelopsis vinacea	44442		23182286	Scaffold	University of Warsaw	PRJNA668042	9240
GCA_002105175.1	Absrep1	Absidia repens	90262		47422896	Contig	DOE Joint Genome Institute	PRJNA330702	15151
GCA_018292915.2	EWHU_Batt_1.5	Batillaria attramentaria	370345		715684482	Contig	Ewha Womans University	PRJNA640962	40596
GCA_027919835.1	Lenrap1	Lentinula raphanica	153919		49067377	Contig	DOE Joint Genome Institute	PRJNA444095	16424
GCA_029282495.1	Mycalb1	Mycena albidolilacea	1033008		126717228	Contig	DOE Joint Genome Institute	PRJNA460318	37333
GCA_008694065.1	Dalch_JS-1345	Daldinia childiae	326645		38652569	Scaffold	National Institute of Biological Resources	PRJNA566056	9567
GCA_024521645.1	Morsny1	Morchella snyderi	1174678		54771879	Contig	DOE Joint Genome Institute	PRJNA463279	11439
GCA_029378245.1	Rorror1	Roridomyces roridus	1738132		91122911	Contig	DOE Joint Genome Institute	PRJNA538199	26795
GCA_000004825.1	PolPal_Dec2009	Heterostelium album PN500	670386		32970186	Scaffold	Leibniz Institute for Age Research - Fritz Lipmann Institute	PRJNA40191	12621
GCA_002245815.2	ASM224581v2	Micractinium conductrix	554055		60773875	Contig	University of Minnesota	PRJNA290385	9217
GCA_028011355.1	LacJLM2183_1	Lentinula aciculospora	153920		110953323	Contig	DOE Joint Genome Institute	PRJNA713174	12073
GCA_024516245.1	Pezech1	Peziza echinospora	61495		63768826	Contig	DOE Joint Genome Institute	PRJNA460337	11361
GCA_029281465.1	Mycepi1	Mycena epipterygia	230806		118648059	Contig	DOE Joint Genome Institute	PRJNA444097	38510
GCA_022496965.1	Annnit1	Annulohypoxylon nitens	326626		38537808	Scaffold	DOE Joint Genome Institute	PRJNA567196	12011
GCA_015178965.1	Rusoch1	Russula ochroleuca	152965		44738512	Contig	DOE Joint Genome Institute	PRJNA460404	12148
GCA_020736575.1	Cylol1	Thelonectria olida	1576542		52862545	Contig	DOE Joint Genome Institute	PRJNA371203	16852
GCA_022836535.1	Cspa_1.0	Colletotrichum spaethianum	700344		50915707	Contig	The University of Tokyo	PRJDB11870	13262
GCA_029963805.1	MPICE_AMO_1	Aromia moschata	1265417		687741594	Contig	Max Planck Institute for Chemical Ecology	PRJNA609440	23665
GCA_023515745.1	ASM2351574v1	Amoeboaphelidium protococcarum	1243177		24704406	Scaffold	A.N. Belozersky Institute of Physico-Chemical Biology, Lomonosov Moscow State University	PRJNA817550	13180
GCA_022984845.1	Xylni1	Xylaria nigripes	490159		34599847	Contig	DOE Joint Genome Institute	PRJNA583850	9013
GCA_002102565.1	Kocim1	Kockovaella imperatae	4999		17465713	Contig	DOE Joint Genome Institute	PRJNA334695	7428
GCA_022264835.1	Melame1	Melampsora americana	2182807		112349310	Contig	DOE Joint Genome Institute	PRJNA460338	16420
GCA_025677815.1	Phaart1	Phascolomyces articulosus	60185		47605836	Contig	DOE Joint Genome Institute	PRJNA331828	14554
GCA_025716815.1	Dicele1	Dichotomocladium elegans	101130		39778020	Contig	DOE Joint Genome Institute	PRJNA364359	12572
GCA_047372885.1	ASM4737288v1	Tetrahymena malaccensis	5901		107663971	Contig	University of Konstanz	PRJNA1120015	22937
GCA_036370985.1	Kaz3	Arxiozyma heterogenica	278026		14370535	Contig	Weizmann Institute of Science	PRJNA936566	5453
GCA_024521635.1	Tripra1	Tricharina praecox	43433		38357564	Contig	DOE Joint Genome Institute	PRJNA368300	10720
GCA_025766305.1	Coespi1	Coemansia spiralis	417178		18931979	Contig	DOE Joint Genome Institute	PRJNA363761	7341
GCA_022984865.1	Hypsub2	Hypomontagnella submonticulosa	152308		40046532	Contig	DOE Joint Genome Institute	PRJNA583860	11572
GCA_025201345.1	Thaele1	Thamnidium elegans	101142		34252226	Contig	DOE Joint Genome Institute	PRJNA332251	13308
GCA_024516215.1	Geocar1	Geopyxis carbonaria	49969		49454325	Contig	DOE Joint Genome Institute	PRJNA500285	12073
GCA_031305395.1	STE-U-9442	Phytophthora citrophthora	4793		48424770	Scaffold	Stellenbosch University	PRJNA945341	16468
GCA_029282125.1	Mycami1	Mycena amicta	380012		81431410	Contig	DOE Joint Genome Institute	PRJNA442836	25216
GCA_037950935.1	Myxme1	Myxozyma melibiosi	54550		15330035	Contig	DOE Joint Genome Institute	PRJNA368365	6393
GCA_013368375.1	LU_TRC_1.0	Tricholomella constricta	117010		44412325	Contig	Lund University	PRJNA496354	10603
GCA_040366295.1	Hpulcur_1.0	Helicostylum pulchrum	562976		34742669	Scaffold	Obihiro University of Agriculture and Veterinary Medicine	PRJDB17581	12199
GCA_025602905.1	Triarc1	Phlyctochytrium arcticum	1117335		31548172	Contig	DOE Joint Genome Institute	PRJNA463939	11177
GCA_030435615.1	Armlut1	Armillaria luteobubalina	153913		97106278	Contig	DOE Joint Genome Institute	PRJNA500536	20648
GCA_025528855.1	Pycpun1	Trametes punicea	571087		30261980	Contig	DOE Joint Genome Institute	PRJNA334784	10335
GCA_040286145.1	ASM4028614v1	Sesamum radiatum	300843		668402836	Scaffold	Henan Academy of Agricultural Sciences	PRJNA625646	73126
GCA_029282285.1	Mycreb1	Mycena rebaudengoi	1045383		218590756	Contig	DOE Joint Genome Institute	PRJNA443296	53891
GCA_029289555.1	Myclat1	Mycena latifolia	1033247		148767387	Contig	DOE Joint Genome Institute	PRJNA538200	39762
GCA_029449255.1	Mycpol1	Mycena polygramma	230801		132253541	Contig	DOE Joint Genome Institute	PRJNA460316	40113
GCA_030435655.1	Armnov1	Armillaria novae-zelandiae	153914		79334843	Contig	DOE Joint Genome Institute	PRJNA677793	18802
GCA_025201365.1	Synplu1	Syncephalis plumigaleata	1851185		32907727	Contig	DOE Joint Genome Institute	PRJNA332252	8162
GCA_911174995.1	Pols_LCP05357	Penicillium olsonii	99116		29373279	Scaffold	University Paris-Sud	PRJEB44534	9896
GCA_001566295.1	Microdochium bolleyi v1.0	Microdochium bolleyi	196109		38835037	Scaffold	DOE Joint Genome Institute	PRJNA308023	13338
GCA_022606155.1	Artele1122_1	Trametes elegans	526244		33812861	Contig	DOE Joint Genome Institute	PRJNA334783	12232
GCA_025093555.1	Cirumb1	Circinella umbellata	101103		51270100	Contig	DOE Joint Genome Institute	PRJNA331974	14786
GCA_016647635.1	Suisub1	Suillus subaureus	48587		57660940	Contig	DOE Joint Genome Institute	PRJNA346342	15900
GCA_014066305.1	Lecol_v1.0	Letharia columbiana	112416		52265057	Contig	Eastern Washington University	PRJNA633150	13387
GCA_022606275.1	Tramen1	Cubamyces menziesii	2136021		35218293	Contig	DOE Joint Genome Institute	PRJNA444023	12870
GCA_013995675.1	ASM1399567v1	Cyanidiococcus yangmingshanensis	2690220		12072675	Contig	National Sun Yat-sen Univeristy	PRJNA564651	5185
GCA_021029105.1	Crison1	Cristinia sonorae	1940300		30130434	Contig	DOE Joint Genome Institute	PRJNA363661	11513
GCA_038051015.1	Phypa1	Phyllosticta paracitricarpa	2016321		30827934	Contig	DOE Joint Genome Institute	PRJNA697087	10197
GCA_010015615.1	Cucbe1	Cucurbitaria berberidis CBS 394.84	1168544		32905402	Scaffold	DOE Joint Genome Institute	PRJNA196042	12510
GCA_015179035.1	Tirniv1	Tirmania nivea	160517		63133441	Contig	DOE Joint Genome Institute	PRJNA519903	10883
GCA_900044065.1	Genome assembly version 1	Fusarium mangiferae	192010		46292722	Scaffold	Institute of Bioinformatics and Systems Biology	PRJEB9887	16149
GCA_015179045.1	Kalpfe1	Kalaharituber pfeilii	139406		78991767	Contig	DOE Joint Genome Institute	PRJNA334362	15402
GCA_010015825.1	Lopnu1	Lophiotrema nucula	690887		48642237	Scaffold	DOE Joint Genome Institute	PRJNA333967	18185
GCA_013423385.1	N_liquefaciens_N6_1.0	Naganishia liquefaciens	104408		19492980	Scaffold	School of Life Science and Technology, Tokyo Institute of Technology	PRJDB10172	6883
GCA_025024165.1	Kicala1	Kickxella alabastrina	61397		22263034	Contig	DOE Joint Genome Institute	PRJNA364354	7463
GCA_025526955.1	Gorhay1	Gorgonomyces haynaldii	382530		13983420	Contig	DOE Joint Genome Institute	PRJNA500838	7987
GCA_024613125.1	Pisori2	Pisolithus orientalis	936130		57997239	Contig	DOE Joint Genome Institute	PRJNA568832	12437
GCA_022578515.1	Anntru1	Annulohypoxylon truncatum	327061		38067699	Scaffold	DOE Joint Genome Institute	PRJNA567198	11311
GCA_015039405.1	Cananz1	Cantharellus anzutake	1750568		120173979	Contig	DOE Joint Genome Institute	PRJNA245611	17296
GCA_025558075.1	Gaesem1	Gaertneriomyces semiglobifer	109897		20918219	Contig	DOE Joint Genome Institute	PRJNA331559	8899
GCA_002104935.1	Hesve2	Hesseltinella vesiculosa	101127		27216191	Contig	DOE Joint Genome Institute	PRJNA243954	11243
GCA_022264855.1	Trabet1	Lenzites betulinus	5632		37463246	Contig	DOE Joint Genome Institute	PRJNA430415	13452
GCA_024663475.1	Pisthe1	Pisolithus thermaeus	2136032		81921463	Contig	DOE Joint Genome Institute	PRJNA500535	16028
GCA_029282135.1	Mycbel1	Mycena belliarum	1033014		56444626	Contig	DOE Joint Genome Institute	PRJNA369996	18277
GCA_022453515.1	Astsub1	Astrocystis sublimbata	743114		42778081	Contig	DOE Joint Genome Institute	PRJNA567200	12693
GCA_015178925.1	Ruseme1	Russula emetica	152958		55121418	Contig	DOE Joint Genome Institute	PRJNA572472	13325
GCA_010093605.1	Lopmy1	Lophium mytilinum	390894		43412209	Scaffold	DOE Joint Genome Institute	PRJNA234407	15239
GCA_016647685.1	Suitom1	Suillus tomentosus	48589		53063458	Contig	DOE Joint Genome Institute	PRJNA444101	17327
GCA_025201375.1	Gonbut1	Gongronella butleri	101105		33012461	Contig	DOE Joint Genome Institute	PRJNA331668	11114
GCA_025782845.1	Bolcoc1	Boletus coccyginus	1758874		54939811	Contig	DOE Joint Genome Institute	PRJNA621324	12457
GCA_023705535.2	Bovis.genome.20180530v2	Babesia ovis	5869		7770018	Scaffold	Research Center for Zoonosis Control, Hokkaido university	PRJDB7132	3489
GCA_022059095.1	T.mel.1	Trypanosoma melophagium	715481		23303718	Contig	University of Edinburgh	PRJNA786535	9768
GCA_029281795.1	Myccro1	Mycena crocata	220801		93990387	Contig	DOE Joint Genome Institute	PRJNA444096	30847
GCA_022578875.1	Hypcro1	Hypoxylon crocopeplum	326657		40730267	Scaffold	DOE Joint Genome Institute	PRJNA566938	12592
GCA_022385755.1	Trace1	Trametopsis cervina	1111950		29819895	Scaffold	DOE Joint Genome Institute	PRJNA333993	11964
GCA_022385635.1	Xylscr1	Xylaria scruposa	743287		46642166	Scaffold	DOE Joint Genome Institute	PRJNA566945	13297
GCA_016647745.1	Suiplo1	Suillus plorans	116603		51861001	Contig	DOE Joint Genome Institute	PRJNA621328	16529
GCA_025786725.1	Synfus1	Syncephalis fuscata	1851187		29358178	Contig	DOE Joint Genome Institute	PRJNA332249	8917
GCA_029203975.1	Mycvit1	Mycena vitilis	1033281		83665095	Contig	DOE Joint Genome Institute	PRJNA444100	28373
GCA_010405405.1	Micmi1	Microthyrium microscopicum	703497		37120677	Scaffold	DOE Joint Genome Institute	PRJNA234668	12535
GCA_000836435.1	Fons_mult_CBS_102226_V1	Fonsecaea multimorphosa CBS 102226	1442371		33447075	Scaffold	Broad Institute	PRJNA233317	12405
GCA_033675545.1	ASM3367554v1	Elysia crispata	231223		786336081	Contig	Purdue University	PRJNA987316	67429
GCA_037039495.1	ASM3703949v1	Cryptosporidium xiaoi	659607		9086435	Scaffold	South China Agricultural University	PRJNA1022163	3725
GCA_022478715.1	Daldec1	Daldinia decipiens	326647		35255283	Scaffold	DOE Joint Genome Institute	PRJNA567210	10888
GCA_009768925.2	ASM976892v2	Cryptosporidium bovis	310047		9111170	Scaffold	South China Agricultural University	PRJNA545579	3723
GCA_016647785.1	Suifus1	Suillus fuscotomentosus	1912939		79655913	Contig	DOE Joint Genome Institute	PRJNA572475	18661
GCA_016647755.1	Suisubl1	Suillus subluteus	48588		114207342	Contig	DOE Joint Genome Institute	PRJNA566866	22864
GCA_010093685.1	Ophdi1	Ophiobolus disseminans	1469910		41683814	Scaffold	DOE Joint Genome Institute	PRJNA239491	16104
GCA_038497795.1	Liparx1	Lipomyces arxii	56418		11916093	Scaffold	DOE Joint Genome Institute	PRJNA1069696	5792
GCA_025528865.1	Pilumb1	Pilobolus umbonatus	101123		34772712	Contig	DOE Joint Genome Institute	PRJNA331830	11101
GCA_027919855.1	LboET3784_1	Lentinula guzmanii	2804957		41453719	Contig	DOE Joint Genome Institute	PRJNA460928	12528
GCA_920618645.1	pbs3_v1	Peronospora belbahrii	622444		32894831	Contig	NIAB	PRJEB48439	9688
GCA_017311265.1	ASM1731126v1	Pneumocystis canis	2698477		7939452	Scaffold	National Institutes Of Health	PRJNA632556	3203
GCA_025526935.1	Clarep1_1	Cladochytrium replicatum	109936		50665862	Contig	DOE Joint Genome Institute	PRJNA346872	16604
GCA_022578845.1	Hypcer1	Hypoxylon cercidicola	326656		36615672	Scaffold	DOE Joint Genome Institute	PRJNA567218	12030
GCA_021176775.1	ASM2117677v1	Sarocladium implicatum	1610689		30180565	Scaffold	The Institute of Vegetables and Flowers CAAS	PRJNA267627	12121
GCA_022497035.1	Dalver1	Daldinia vernicosa	114800		35841789	Scaffold	DOE Joint Genome Institute	PRJNA571058	10828
GCA_033807515.1	Morgam1	Linnemannia gamsii	64522		57786961	Contig	DOE Joint Genome Institute	PRJNA713282	15225
GCA_029448575.1	Mycmac1	Mycena maculata	230809		104056733	Contig	DOE Joint Genome Institute	PRJNA460317	26223
GCA_019279435.1	ASM1927943v1	Zizania palustris	103762		1288765485	Scaffold	University of Minnesota	PRJNA600525	47687
GCA_004353045.1	ASM435304v1	Thyridium curvatum	1093900		40366568	Contig	UES / AFRL	PRJNA525081	12456
GCA_001500285.1	Phisc1	Mollisia scopiformis	149040		48876257	Scaffold	DOE Joint Genome Institute	PRJNA262390	18659
GCA_017311285.1	Pneumocystis_oryctolagi_MERGE_1.1	Pneumocystis oryctolagi	42067		7639465	Scaffold	National Institutes Of Health	PRJNA632560	2856
GCA_028011325.1	Lenlat1	Lentinula lateritia	40482		45430989	Contig	DOE Joint Genome Institute	PRJNA444094	13627
GCA_022385715.1	Xylcube1	Xylaria cubensis	114814		44845599	Scaffold	DOE Joint Genome Institute	PRJNA567304	12927
GCA_022496205.1	Glocon1	Gloeopeniophorella convolvens	205761		37988413	Contig	DOE Joint Genome Institute	PRJNA331561	13024
GCA_016758755.1	Suidis1	Suillus discolor	1912936		60609832	Contig	DOE Joint Genome Institute	PRJNA571623	16641
GCA_022497155.1	Whamic1	Whalleya microplaca	110547		48317886	Scaffold	DOE Joint Genome Institute	PRJNA567569	12656
GCA_900625125.1	D_medinensis_Ghana_0011_upd	Dracunculus medinensis	318479		103750625	Scaffold	WTSI	PRJEB500	10969
GCA_021399475.1	Hyafin1	Hyaloscypha finlandica	2482753		64032857	Contig	DOE Joint Genome Institute	PRJNA340804	17366
GCA_029378385.1	Mycmet1	Mycena metata	1033252		164113792	Contig	DOE Joint Genome Institute	PRJNA369997	43241
GCA_025094145.1	Spifus1	Spinellus fusiger	101115		38198483	Contig	DOE Joint Genome Institute	PRJNA332244	10307
GCA_002922495.1	ASM292249v1	Rhodotorula taiwanensis	741276		19568495	Scaffold	Lawrence Livermore National Laboratory	PRJNA352283	7156
GCA_021029095.1	Pheni1	Phellopilus nigrolimitatus	127956		56764883	Contig	DOE Joint Genome Institute	PRJNA460321	14930
GCA_027603065.1	ASM2760306v1	Geranomyces variabilis	109894		24136728	Scaffold	DOE Joint Genome Institute	PRJNA619735	9047
GCA_029204335.1	Mycvul1	Mycena vulgaris	1033282		193677039	Contig	DOE Joint Genome Institute	PRJNA460319	46485
GCA_022495115.1	Xylcas124033_1	Xylaria castorea	114812		45886771	Scaffold	DOE Joint Genome Institute	PRJNA567102	12272
GCA_029233265.1	Mycale1	Mycena alexandri	1745969		132306732	Contig	DOE Joint Genome Institute	PRJNA442839	33698
GCA_022385765.1	Traci1	Trametes cingulata	575983		35002292	Scaffold	DOE Joint Genome Institute	PRJNA265773	14399
GCA_045784725.1	Aspins1	Aspergillus insuetus	469274		40452873	Scaffold	DOE Joint Genome Institute	PRJNA345895	15377
GCA_016758765.1	ASM1675876v1	Suillus cothurnatus	48568		94611779	Contig	DOE Joint Genome Institute	PRJNA335141	20027
GCA_022478755.1	Dalloc1	Daldinia loculata	103429		37819304	Scaffold	DOE Joint Genome Institute	PRJNA567216	10988
GCA_047715825.1	Aspstel1_1	Aspergillus stella-maris	1810926		33998249	Scaffold	DOE Joint Genome Institute	PRJNA333886	12683
GCA_022114955.2	ASM2211495v2	Emericellopsis cladophorae	2686198		26937373	Scaffold	Universidade de Aveiro	PRJNA718178	8523
GCA_022376455.1	Epityp1	Epithele typhae	378194		56143418	Contig	DOE Joint Genome Institute	PRJNA363664	13991
GCA_016628075.1	Suipal1	Suillus paluster	48578		61993750	Contig	DOE Joint Genome Institute	PRJNA500122	16708
GCA_016758775.1	Suicli1	Suillus clintonianus	1904413		46838326	Contig	DOE Joint Genome Institute	PRJNA456442	15647
GCA_024704765.1	ASM2470476v1	Oopsacas minuta	111878		61460524	Scaffold	Spongex	PRJNA761294	16340
GCA_022695765.1	Annmor1	Annulohypoxylon moriforme	326622		42658955	Scaffold	DOE Joint Genome Institute	PRJNA567194	11828
GCA_002104985.1	Rhihy1	Rhizoclosmatium globosum	329046		57018351	Contig	DOE Joint Genome Institute	PRJNA330693	17656
GCA_004382785.1	ASM438278v1	Trichoderma ghanense	65468		31700302	Scaffold	Embrapa Agroenergia	PRJNA429783	10428
GCA_022376545.1	Rusdis1	Russula dissimulans	258981		44689478	Contig	DOE Joint Genome Institute	PRJNA331554	11962
GCA_047715895.1	Aspfru1	Aspergillus fruticulosus	1250369		34337063	Scaffold	DOE Joint Genome Institute	PRJNA334042	11788
GCA_002847045.1	Aspcand1	Aspergillus candidus	41067		27317772	Scaffold	DOE Joint Genome Institute	PRJNA334018	9803
GCA_001831195.1	CORC01	Colletotrichum orchidophilum	1209926		48556462	Scaffold	University of Western Brittany	PRJNA342923	14496
GCA_022578775.1	Xylven1	Xylaria venustula	743302		50831203	Scaffold	DOE Joint Genome Institute	PRJNA571061	12602
GCA_000585565.1	Capr_epim_CBS_606_96_V1	Capronia epimyces CBS 606.96	1182542		28889638	Scaffold	Broad Institute	PRJNA164587	10469
GCA_003184585.1	Aspsac1	Aspergillus saccharolyticus JOP 1030-1	1450539		31096189	Scaffold	DOE Joint Genome Institute	PRJNA235058	10381
GCA_030411735.1	Phiatr1	Phialemonium atrogriseum	1093897		33593884	Scaffold	DOE Joint Genome Institute	PRJNA953066	11483
