"Accn","Group","Organism.Taxonomic.ID","Organism.Name","SIN1","RICTOR","RAPTOR","TOR","LST8","D1","Class.name","Phylum.name","Order.name","Family.name","Genus.name","Source"
"GCA_038485115.1","Streptophyta",183260,"Hibiscus sabdariffa",NA,NA,"H","H","H","H","Magnoliopsida","Streptophyta","Malvales","Malvaceae","Hibiscus","NCBI"
"GCA_039513925.1","Streptophyta",2320716,"Platanthera zijinensis",NA,NA,"H","H","H","H","Magnoliopsida","Streptophyta","Asparagales","Orchidaceae","Platanthera","NCBI"
"GCA_039583875.1","Streptophyta",2320717,"Platanthera guangdongensis",NA,NA,"H","H","H","M","Magnoliopsida","Streptophyta","Asparagales","Orchidaceae","Platanthera","NCBI"
"GCA_039602395.1","Streptophyta",3103831,"Deinandra increscens subsp. villosa",NA,NA,"H","H","H","H","Magnoliopsida","Streptophyta","Asterales","Asteraceae","Deinandra","NCBI"
"GCA_039657325.1","Streptophyta",152367,"Stephania cephalantha",NA,NA,"H","H",NA,"H","Magnoliopsida","Streptophyta","Ranunculales","Menispermaceae","Stephania","NCBI"
"GCA_039657345.1","Streptophyta",461633,"Stephania japonica",NA,NA,"H","H","H","H","Magnoliopsida","Streptophyta","Ranunculales","Menispermaceae","Stephania","NCBI"
"GCA_039657365.1","Streptophyta",152371,"Stephania yunnanensis",NA,NA,"H","H","H","H","Magnoliopsida","Streptophyta","Ranunculales","Menispermaceae","Stephania","NCBI"
"GCA_039657385.1","Streptophyta",2935761,"Citrus x changshan-huyou",NA,NA,"H","H","H","H","Magnoliopsida","Streptophyta","Sapindales","Rutaceae","Citrus","NCBI"
"GCA_039720395.1","Streptophyta",63359,"Liquidambar formosana",NA,NA,"H","H","H","H","Magnoliopsida","Streptophyta","Saxifragales","Altingiaceae","Liquidambar","NCBI"
"GCA_040167595.1","Streptophyta",3572,"Saponaria officinalis",NA,NA,"H","H","H","H","Magnoliopsida","Streptophyta","Caryophyllales","Caryophyllaceae","Saponaria","NCBI"
"GCA_040182985.1","Streptophyta",425828,"Lithocarpus litseifolius",NA,NA,"H","H","H","M","Magnoliopsida","Streptophyta","Fagales","Fagaceae","Lithocarpus","NCBI"
"GCA_040183295.1","Streptophyta",59490,"Rubus argutus",NA,NA,"H","H","H","H","Magnoliopsida","Streptophyta","Rosales","Rosaceae","Rubus","NCBI"
"GCA_040285695.1","Streptophyta",2727405,"Sesamum angustifolium",NA,NA,"H","H","H","L","Magnoliopsida","Streptophyta","Lamiales","Pedaliaceae","Sesamum","NCBI"
"GCA_040285715.1","Streptophyta",2727403,"Sesamum calycinum",NA,NA,"H","H","H","H","Magnoliopsida","Streptophyta","Lamiales","Pedaliaceae","Sesamum","NCBI"
"GCA_040286105.1","Streptophyta",2727402,"Sesamum latifolium",NA,NA,"H","H","H","H","Magnoliopsida","Streptophyta","Lamiales","Pedaliaceae","Sesamum","NCBI"
"GCA_040286145.1","Streptophyta",300843,"Sesamum radiatum",NA,NA,"H","H","H","M","Magnoliopsida","Streptophyta","Lamiales","Pedaliaceae","Sesamum","NCBI"
"GCA_040436765.1","Streptophyta",3656,"Cucumis melo",NA,NA,"H","H","H","H","Magnoliopsida","Streptophyta","Cucurbitales","Cucurbitaceae","Cucumis","NCBI"
"GCA_040670175.1","Streptophyta",117978,"Dendrobium thyrsiflorum",NA,NA,"H","H","H","H","Magnoliopsida","Streptophyta","Asparagales","Orchidaceae","Dendrobium","NCBI"
"GCA_040955855.1","Streptophyta",228776,"Cardamine amara subsp. amara",NA,NA,"H","H","H","H","Magnoliopsida","Streptophyta","Brassicales","Brassicaceae","Cardamine","NCBI"
"GCA_041154625.1","Streptophyta",378228,"Prunus speciosa",NA,NA,"H","H","H","H","Magnoliopsida","Streptophyta","Rosales","Rosaceae","Prunus","NCBI"
"GCA_041381175.1","Streptophyta",28513,"Salvia divinorum",NA,NA,"H","H","H","H","Magnoliopsida","Streptophyta","Lamiales","Lamiaceae","Salvia","NCBI"
"GCA_042100155.1","Streptophyta",4039,"Daucus carota",NA,NA,"H","H","H",NA,"Magnoliopsida","Streptophyta","Apiales","Apiaceae","Daucus","NCBI"
"GCA_043165305.1","Streptophyta",520843,"Flemingia macrophylla",NA,NA,"H","H","H","M","Magnoliopsida","Streptophyta","Fabales","Fabaceae","Flemingia","NCBI"
"GCA_043235775.1","Streptophyta",126358,"Abeliophyllum distichum",NA,NA,"H","H","H","H","Magnoliopsida","Streptophyta","Lamiales","Oleaceae","Abeliophyllum","NCBI"
"GCA_043237855.1","Streptophyta",205694,"Forsythia ovata",NA,NA,"H","H","H","H","Magnoliopsida","Streptophyta","Lamiales","Oleaceae","Forsythia","NCBI"
"GCA_043381455.1","Streptophyta",41844,"Riccia fluitans",NA,NA,"H","H","H",NA,"Marchantiopsida","Streptophyta","Marchantiales","Ricciaceae","Riccia","NCBI"
"GCA_044505025.1","Streptophyta",338654,"Bienertia sinuspersici",NA,NA,NA,"H","M","H","Magnoliopsida","Streptophyta","Caryophyllales","Chenopodiaceae","Bienertia","NCBI"
"GCA_045791845.1","Streptophyta",62892,"Solanum stoloniferum",NA,NA,"H","H","H","H","Magnoliopsida","Streptophyta","Solanales","Solanaceae","Solanum","NCBI"
"GCA_900059795.1","Streptophyta",49390,"Coffea canephora",NA,NA,"H","H","H",NA,"Magnoliopsida","Streptophyta","Gentianales","Rubiaceae","Coffea","NCBI"
"GCA_900231445.1","Streptophyta",4567,"Triticum turgidum subsp. durum",NA,NA,"H","H","H","H","Magnoliopsida","Streptophyta","Poales","Poaceae","Triticum","NCBI"
"GCA_900332095.2","Streptophyta",132261,"Cuscuta campestris",NA,NA,"H","H","H","H","Magnoliopsida","Streptophyta","Solanales","Convolvulaceae","Cuscuta","NCBI"
"GCA_902206195.3","Streptophyta",586526,"Arabis nemorensis",NA,NA,"H","H","H",NA,"Magnoliopsida","Streptophyta","Brassicales","Brassicaceae","Arabis","NCBI"
"GCA_902703425.1","Streptophyta",51605,"Spirodela intermedia",NA,NA,"H","H","H","H","Magnoliopsida","Streptophyta","Alismatales","Araceae","Spirodela","NCBI"
"GCA_902706635.1","Streptophyta",68872,"Striga hermonthica",NA,NA,"H","H","H","M","Magnoliopsida","Streptophyta","Lamiales","Orobanchaceae","Striga","NCBI"
"GCA_902713445.1","Streptophyta",158383,"Olea europaea subsp. europaea",NA,NA,"H","H","H","H","Magnoliopsida","Streptophyta","Lamiales","Oleaceae","Olea","NCBI"
"GCA_902728155.2","Streptophyta",1685480,"Microthlaspi erraticum",NA,NA,"H","H","H","H","Magnoliopsida","Streptophyta","Brassicales","Brassicaceae","Microthlaspi","NCBI"
"GCA_904845875.1","Streptophyta",422564,"Miscanthus lutarioriparius",NA,NA,"H","H","H","H","Magnoliopsida","Streptophyta","Poales","Poaceae","Miscanthus","NCBI"
"GCA_905216605.1","Streptophyta",38785,"Arabidopsis arenosa",NA,NA,"H","H","H","M","Magnoliopsida","Streptophyta","Brassicales","Brassicaceae","Arabidopsis","NCBI"
"GCA_911865555.2","Streptophyta",13288,"Thlaspi arvense",NA,NA,"H","H","H","L","Magnoliopsida","Streptophyta","Brassicales","Brassicaceae","Thlaspi","NCBI"
"GCA_912172775.2","Streptophyta",56036,"Fraxinus pennsylvanica",NA,NA,"H","H","H",NA,"Magnoliopsida","Streptophyta","Lamiales","Oleaceae","Fraxinus","NCBI"
"GCA_928212115.1","Streptophyta",75947,"Lactuca virosa",NA,NA,"H","H","H","H","Magnoliopsida","Streptophyta","Asterales","Asteraceae","Lactuca","NCBI"
"GCA_932364175.1","Streptophyta",29727,"Eruca vesicaria subsp. sativa",NA,NA,"H","H","H","M","Magnoliopsida","Streptophyta","Brassicales","Brassicaceae","Eruca","NCBI"
"GCA_944990045.1","Streptophyta",59689,"Arabidopsis lyrata",NA,NA,"H","H","H","H","Magnoliopsida","Streptophyta","Brassicales","Brassicaceae","Arabidopsis","NCBI"
"GCA_945859875.1","Streptophyta",41803,"Cuscuta europaea",NA,NA,"H","H","H","H","Magnoliopsida","Streptophyta","Solanales","Convolvulaceae","Cuscuta","NCBI"
"GCA_945859915.1","Streptophyta",186058,"Cuscuta epithymum",NA,NA,"H","H","H","H","Magnoliopsida","Streptophyta","Solanales","Convolvulaceae","Cuscuta","NCBI"
"GCA_946122785.1","Streptophyta",586396,"Linum tenue",NA,NA,"H","H","H","H","Magnoliopsida","Streptophyta","Malpighiales","Linaceae","Linum","NCBI"
"GCA_947470075.1","Streptophyta",2996821,"Closterium sp. Yama58-4",NA,NA,"H","H","H",NA,"Zygnemophyceae","Streptophyta","Desmidiales","Closteriaceae","Closterium","NCBI"
"GCA_947471745.1","Streptophyta",2996811,"Closterium sp. Naga37s-1",NA,NA,"H","H","H",NA,"Zygnemophyceae","Streptophyta","Desmidiales","Closteriaceae","Closterium","NCBI"
"GCA_948144035.1","Streptophyta",3014308,"Closterium sp. NIES-64",NA,NA,"H","H","H",NA,"Zygnemophyceae","Streptophyta","Desmidiales","Closteriaceae","Closterium","NCBI"
"GCA_948144175.1","Streptophyta",3014309,"Closterium sp. NIES-65",NA,NA,"H","H","H",NA,"Zygnemophyceae","Streptophyta","Desmidiales","Closteriaceae","Closterium","NCBI"
"GCA_948472305.1","Streptophyta",3906,"Vicia faba",NA,NA,"H","H","H","H","Magnoliopsida","Streptophyta","Fabales","Fabaceae","Vicia","NCBI"
"GCA_949281255.1","Streptophyta",3014311,"Closterium sp. NIES-54",NA,NA,"M","H","H",NA,"Zygnemophyceae","Streptophyta","Desmidiales","Closteriaceae","Closterium","NCBI"
"GCA_949281275.1","Streptophyta",3014310,"Closterium sp. NIES-53",NA,NA,"H","H","H",NA,"Zygnemophyceae","Streptophyta","Desmidiales","Closteriaceae","Closterium","NCBI"
"GCA_949775105.1","Streptophyta",529605,"Oldenlandia corymbosa var. corymbosa",NA,NA,"H","H","H","H","Magnoliopsida","Streptophyta","Gentianales","Rubiaceae","Oldenlandia","NCBI"
"GCA_949927565.1","Streptophyta",75948,"Lactuca saligna",NA,NA,"H","H","H","H","Magnoliopsida","Streptophyta","Asterales","Asteraceae","Lactuca","NCBI"
"GCA_963425845.1","Streptophyta",92480,"Sphenostylis stenocarpa",NA,NA,"H","H","H","H","Magnoliopsida","Streptophyta","Fabales","Fabaceae","Sphenostylis","NCBI"
"GCA_963454935.2","Streptophyta",185542,"Ilex paraguariensis",NA,NA,"H","H","H","H","Magnoliopsida","Streptophyta","Aquifoliales","Aquifoliaceae","Ilex","NCBI"
"GCA_963859935.3","Streptophyta",3860,"Lathyrus sativus",NA,NA,"H","H","H","H","Magnoliopsida","Streptophyta","Fabales","Fabaceae","Lathyrus","NCBI"
"GCA_963924115.1","Streptophyta",77055,"Dovyalis caffra",NA,NA,"H","H","H","H","Magnoliopsida","Streptophyta","Malpighiales","Salicaceae","Dovyalis","NCBI"
"GCA_963970345.1","Streptophyta",128251,"Sphagnum troendelagicum",NA,NA,"H","H","H","H","Sphagnopsida","Streptophyta","Sphagnales","Sphagnaceae","Sphagnum","NCBI"
"GCA_963971075.1","Streptophyta",128206,"Sphagnum jensenii",NA,"M","H","H","H","H","Sphagnopsida","Streptophyta","Sphagnales","Sphagnaceae","Sphagnum","NCBI"
"GCA_963978565.1","Streptophyta",252529,"Citrullus colocynthis",NA,NA,"H","H","H",NA,"Magnoliopsida","Streptophyta","Cucurbitales","Cucurbitaceae","Citrullus","NCBI"
"GCA_964019355.1","Streptophyta",3873,"Lupinus luteus",NA,NA,"H","H","H","H","Magnoliopsida","Streptophyta","Fabales","Fabaceae","Lupinus","NCBI"
"GCA_964030455.1","Streptophyta",586398,"Linum trigynum",NA,NA,"H","H","H",NA,"Magnoliopsida","Streptophyta","Malpighiales","Linaceae","Linum","NCBI"
"GCA_964030465.3","Streptophyta",240449,"Urochloa decumbens",NA,NA,"H","H","H","H","Magnoliopsida","Streptophyta","Poales","Poaceae","Urochloa","NCBI"
"GCA_964267205.1","Streptophyta",151428,"Prunus brigantina",NA,NA,"H","H","H",NA,"Magnoliopsida","Streptophyta","Rosales","Rosaceae","Prunus","NCBI"
"GCA_964270275.1","Streptophyta",213591,"Musa banksii",NA,NA,"H","H","H","L","Magnoliopsida","Streptophyta","Zingiberales","Musaceae","Musa","NCBI"
"GCA_964270295.1","Streptophyta",228183,"Musa textilis",NA,NA,"H","H","H","M","Magnoliopsida","Streptophyta","Zingiberales","Musaceae","Musa","NCBI"
"GCA_964270305.1","Streptophyta",214685,"Musa acuminata var. zebrina",NA,NA,"H","H","H","H","Magnoliopsida","Streptophyta","Zingiberales","Musaceae","Musa","NCBI"
"GCA_964270695.1","Streptophyta",491892,"Musa hybrid cultivar",NA,NA,"H","H","H","M","Magnoliopsida","Streptophyta","Zingiberales","Musaceae","Musa","NCBI"
"GCA_964271285.1","Streptophyta",81970,"Arabidopsis halleri",NA,NA,"H","H","H","H","Magnoliopsida","Streptophyta","Brassicales","Brassicaceae","Arabidopsis","NCBI"
"GCA_964340505.1","Streptophyta",114194,"Alopecurus aequalis",NA,NA,"H","H","H",NA,"Magnoliopsida","Streptophyta","Poales","Poaceae","Alopecurus","NCBI"
