"","X.1","X","Accn","Super.Group","Organism_Taxonomic_ID","Organism_Name","SIN1","RICTOR","RAPTOR","TOR","LST8","D1","C.score","Frag.score","Class.name","Phylum.name","Order.name","Family.name","Genus.name"
"395",395,395,"GCA_000375325.1","Streptophyta",81985,"Capsella rubella",NA,NA,"H","H","H","H",95.7,2.2,"Magnoliopsida","Streptophyta","Brassicales","Brassicaceae","Capsella"
"396",396,396,"GCA_000403535.1","Streptophyta",3641,"Theobroma cacao",NA,NA,"H","H","H","H",99.4,0.2,"Magnoliopsida","Streptophyta","Malvales","Malvaceae","Theobroma"
"397",397,397,"GCA_000414095.2","Streptophyta",981085,"Morus notabilis",NA,NA,"H","H",NA,"H",87.2,7.5,"Magnoliopsida","Streptophyta","Rosales","Moraceae","Morus"
"398",398,398,"GCA_000441915.1","Streptophyta",192259,"Genlisea aurea",NA,NA,"H","H","H","H",70.5,16.2,"Magnoliopsida","Streptophyta","Lamiales","Lentibulariaceae","Genlisea"
"399",399,399,"GCA_000471905.1","Streptophyta",13333,"Amborella trichopoda",NA,NA,"H","H","H","H",89.9,5.4,"Magnoliopsida","Streptophyta","Amborellales","Amborellaceae","Amborella"
"400",400,400,"GCA_000478725.1","Streptophyta",72664,"Eutrema salsugineum",NA,NA,"H","H","H","H",98.2,0.9,"Magnoliopsida","Streptophyta","Brassicales","Brassicaceae","Eutrema"
"401",401,401,"GCA_000493195.1","Streptophyta",85681,"Citrus x clementina",NA,NA,"H","H","H","M",93.6,4.7,"Magnoliopsida","Streptophyta","Sapindales","Rutaceae","Citrus"
"402",402,402,"GCA_000499845.2","Streptophyta",3885,"Phaseolus vulgaris",NA,NA,"H","H","H","M",98,1.4,"Magnoliopsida","Streptophyta","Fabales","Fabaceae","Phaseolus"
"403",403,403,"GCA_000504015.1","Streptophyta",4155,"Erythranthe guttata",NA,NA,"H","H","H","H",91.3,5.1,"Magnoliopsida","Streptophyta","Lamiales","Phrymaceae","Erythranthe"
"404",404,404,"GCA_000510995.2","Streptophyta",3562,"Spinacia oleracea",NA,NA,"H","H","H","H",94.1,4,"Magnoliopsida","Streptophyta","Caryophyllales","Chenopodiaceae","Spinacia"
"405",405,405,"GCA_000511025.2","Streptophyta",3555,"Beta vulgaris subsp. vulgaris",NA,NA,"H","H","H","H",97.3,1.4,"Magnoliopsida","Streptophyta","Caryophyllales","Chenopodiaceae","Beta"
"406",406,406,"GCA_000512255.2","Streptophyta",4072,"Capsicum annuum",NA,NA,"H","H","H","H",86.5,5.7,"Magnoliopsida","Streptophyta","Solanales","Solanaceae","Capsicum"
"407",407,407,"GCA_000583005.2","Streptophyta",57577,"Trifolium pratense",NA,NA,"H","H","H","L",63.7,31.5,"Magnoliopsida","Streptophyta","Fabales","Fabaceae","Trifolium"
"408",408,408,"GCA_000612305.2","Streptophyta",71139,"Eucalyptus grandis",NA,NA,"H","H","H","L",93.9,3.4,"Magnoliopsida","Streptophyta","Myrtales","Myrtaceae","Eucalyptus"
"409",409,409,"GCA_000695605.1","Streptophyta",2711,"Citrus sinensis",NA,NA,"H","H","H","H",78.6,14.6,"Magnoliopsida","Streptophyta","Sapindales","Rutaceae","Citrus"
"410",410,410,"GCA_000696525.1","Streptophyta",180498,"Jatropha curcas",NA,NA,"H","H","H",NA,91.8,4.5,"Magnoliopsida","Streptophyta","Malpighiales","Euphorbiaceae","Jatropha"
"411",411,411,"GCA_000708835.1","Streptophyta",105231,"Klebsormidium nitens",NA,NA,"H","H","H","H",69.3,4.3,"Klebsormidiophyceae","Streptophyta","Klebsormidiales","Klebsormidiaceae","Klebsormidium"
"412",412,412,"GCA_000722935.2","Streptophyta",3848,"Glycine soja",NA,NA,"H","H","H","H",90.3,4.6,"Magnoliopsida","Streptophyta","Fabales","Fabaceae","Glycine"
"413",413,413,"GCA_000733195.1","Streptophyta",50452,"Arabis alpina",NA,NA,"H","H","H","H",79.7,1.4,"Magnoliopsida","Streptophyta","Brassicales","Brassicaceae","Arabis"
"414",414,414,"GCA_000751015.1","Streptophyta",3708,"Brassica napus",NA,NA,"H","H","H","H",79.6,1.9,"Magnoliopsida","Streptophyta","Brassicales","Brassicaceae","Brassica"
"415",415,415,"GCA_000763605.2","Streptophyta",60419,"Castanea mollissima",NA,NA,"H","H","H","H",93.2,5.3,"Magnoliopsida","Streptophyta","Fagales","Fagaceae","Castanea"
"416",416,416,"GCA_000787975.1","Streptophyta",29729,"Gossypium arboreum",NA,NA,"H","H","H","H",71.5,4.4,"Magnoliopsida","Streptophyta","Malvales","Malvaceae","Gossypium"
"417",417,417,"GCA_000801105.3","Streptophyta",3726,"Raphanus sativus",NA,NA,"H","H","H","H",97.8,0.8,"Magnoliopsida","Streptophyta","Brassicales","Brassicaceae","Raphanus"
"418",418,418,"GCA_000818735.3","Streptophyta",4639,"Ensete ventricosum",NA,NA,"H","H","H","H",25.2,22.4,"Magnoliopsida","Streptophyta","Zingiberales","Musaceae","Ensete"
"419",419,419,"GCA_001185155.1","Streptophyta",29655,"Zostera marina",NA,NA,"H","H","H",NA,91.4,4.5,"Magnoliopsida","Streptophyta","Alismatales","Zosteraceae","Zostera"
"420",420,420,"GCA_001190045.1","Streptophyta",3914,"Vigna angularis",NA,NA,"H","H","H","M",83.9,7.9,"Magnoliopsida","Streptophyta","Fabales","Fabaceae","Vigna"
"421",421,421,"GCA_001411555.2","Streptophyta",51240,"Juglans regia",NA,NA,"H","H","H",NA,96.1,1.4,"Magnoliopsida","Streptophyta","Fagales","Juglandaceae","Juglans"
"422",422,422,"GCA_001433935.1","Streptophyta",39947,"Oryza sativa Japonica Group",NA,NA,"H","H","H","H",79.7,9.2,"Magnoliopsida","Streptophyta","Poales","Poaceae","Oryza"
"423",423,423,"GCA_001531365.2","Streptophyta",59895,"Cynara cardunculus var. scolymus",NA,NA,"H","H","M","M",86.7,7,"Magnoliopsida","Streptophyta","Asterales","Asteraceae","Cynara"
"424",424,424,"GCA_001598015.1","Streptophyta",472368,"Dorcoceras hygrometricum",NA,NA,"H","H","H",NA,77.9,5.5,"Magnoliopsida","Streptophyta","Lamiales","Gesneriaceae","Dorcoceras"
"425",425,425,"GCA_001605985.2","Streptophyta",906689,"Dendrobium catenatum",NA,NA,"H","H","H","H",75.6,11.2,"Magnoliopsida","Streptophyta","Asparagales","Orchidaceae","Dendrobium"
"426",426,426,"GCA_001625215.2","Streptophyta",79200,"Daucus carota subsp. sativus",NA,NA,"H","H","H","H",99.1,0.4,"Magnoliopsida","Streptophyta","Apiales","Apiaceae","Daucus"
"427",427,427,"GCA_001633215.2","Streptophyta",888268,"Dichanthelium oligosanthes",NA,NA,NA,"H","H","M",68.5,10,"Magnoliopsida","Streptophyta","Poales","Poaceae","Dichanthelium"
"428",428,428,"GCA_001641455.1","Streptophyta",1480154,"Marchantia polymorpha subsp. ruderalis",NA,NA,"H","H","H","H",80.3,4.5,"Marchantiopsida","Streptophyta","Marchantiales","Marchantiaceae","Marchantia"
"429",429,429,"GCA_001651475.1","Streptophyta",3702,"Arabidopsis thaliana",NA,NA,"H","H","H","H",94.7,3.7,"Magnoliopsida","Streptophyta","Brassicales","Brassicaceae","Arabidopsis"
"430",430,430,"GCA_001659605.2","Streptophyta",3983,"Manihot esculenta",NA,NA,"H","H","H",NA,99.6,0.3,"Magnoliopsida","Streptophyta","Malpighiales","Euphorbiaceae","Manihot"
"431",431,431,"GCA_001661175.1","Streptophyta",4615,"Ananas comosus",NA,NA,"H","H","H","H",83,6.3,"Magnoliopsida","Streptophyta","Poales","Bromeliaceae","Ananas"
"432",432,432,"GCA_001692995.2","Streptophyta",4182,"Sesamum indicum",NA,NA,"H","H","H","H",79.5,5.4,"Magnoliopsida","Streptophyta","Lamiales","Pedaliaceae","Sesamum"
"433",433,433,"GCA_001742945.1","Streptophyta",3900,"Trifolium subterraneum",NA,NA,"H","H","H",NA,78.2,12.8,"Magnoliopsida","Streptophyta","Fabales","Fabaceae","Trifolium"
"434",434,434,"GCA_001865875.1","Streptophyta",3871,"Lupinus angustifolius",NA,NA,"H","H","H","H",92.7,3.7,"Magnoliopsida","Streptophyta","Fabales","Fabaceae","Lupinus"
"435",435,435,"GCA_001876935.1","Streptophyta",4686,"Asparagus officinalis",NA,NA,"H","H","H",NA,78.3,10.8,"Magnoliopsida","Streptophyta","Asparagales","Asparagaceae","Asparagus"
"436",436,436,"GCA_001879085.1","Streptophyta",49451,"Nicotiana attenuata",NA,NA,"H","H","H",NA,92.6,3.5,"Magnoliopsida","Streptophyta","Solanales","Solanaceae","Nicotiana"
"437",437,437,"GCA_001884805.1","Streptophyta",4639,"Ensete ventricosum",NA,NA,"H","H","H","H",25,21.4,"Magnoliopsida","Streptophyta","Zingiberales","Musaceae","Ensete"
"438",438,438,"GCA_001884845.1","Streptophyta",4639,"Ensete ventricosum",NA,NA,"H","H","H","H",25,22,"Magnoliopsida","Streptophyta","Zingiberales","Musaceae","Ensete"
"439",439,439,"GCA_001972305.1","Streptophyta",3775,"Cephalotus follicularis",NA,NA,"H","H","H","L",96.7,1.3,"Magnoliopsida","Streptophyta","Oxalidales","Cephalotaceae","Cephalotus"
"440",440,440,"GCA_001974805.1","Streptophyta",210143,"Corchorus capsularis",NA,NA,"H","H","H","H",88.4,4.3,"Magnoliopsida","Streptophyta","Malvales","Malvaceae","Corchorus"
"441",441,441,"GCA_001974825.2","Streptophyta",93759,"Corchorus olitorius",NA,NA,"H","H","H","H",82.3,7.4,"Magnoliopsida","Streptophyta","Malvales","Malvaceae","Corchorus"
"442",442,442,"GCA_002127325.2","Streptophyta",4232,"Helianthus annuus",NA,NA,"H","H","H","H",97.1,1.4,"Magnoliopsida","Streptophyta","Asterales","Asteraceae","Helianthus"
"443",443,443,"GCA_002174775.1","Streptophyta",56857,"Macleaya cordata",NA,NA,"H","H","H","L",92.6,3,"Magnoliopsida","Streptophyta","Ranunculales","Papaveraceae","Macleaya"
"444",444,444,"GCA_002201585.1","Streptophyta",22663,"Punica granatum",NA,NA,"H","H","H",NA,84,4.1,"Magnoliopsida","Streptophyta","Myrtales","Lythraceae","Punica"
"445",445,445,"GCA_002211085.2","Streptophyta",206008,"Panicum hallii",NA,NA,"H","H","H","H",99.2,0.4,"Magnoliopsida","Streptophyta","Poales","Poaceae","Panicum"
"446",446,446,"GCA_002220415.3","Streptophyta",4565,"Triticum aestivum",NA,NA,"H","H","H","H",98.8,0.1,"Magnoliopsida","Streptophyta","Poales","Poaceae","Triticum"
"447",447,447,"GCA_002271885.2","Streptophyta",33114,"Capsicum baccatum",NA,NA,"H","H","L","H",81.5,6.2,"Magnoliopsida","Streptophyta","Solanales","Solanaceae","Capsicum"
"448",448,448,"GCA_002271895.2","Streptophyta",80379,"Capsicum chinense",NA,NA,"H","H",NA,"H",79.9,8.6,"Magnoliopsida","Streptophyta","Solanales","Solanaceae","Capsicum"
"449",449,449,"GCA_002738505.1","Streptophyta",218851,"Aquilegia coerulea",NA,NA,"H","H","H","H",97.6,1.4,"Magnoliopsida","Streptophyta","Ranunculales","Ranunculaceae","Aquilegia"
"450",450,450,"GCA_002762385.1","Streptophyta",429701,"Handroanthus impetiginosus",NA,NA,"H","H","H","H",79.1,9.3,"Magnoliopsida","Streptophyta","Lamiales","Bignoniaceae","Handroanthus"
"451",451,451,"GCA_002786265.1","Streptophyta",1088818,"Apostasia shenzhenica",NA,NA,"H","H","H",NA,81.5,8.4,"Magnoliopsida","Streptophyta","Asparagales","Orchidaceae","Apostasia"
"452",452,452,"GCA_002837095.1","Streptophyta",22663,"Punica granatum",NA,NA,"H","H","H",NA,73,19.3,"Magnoliopsida","Streptophyta","Myrtales","Lythraceae","Punica"
"453",453,453,"GCA_002870075.4","Streptophyta",4236,"Lactuca sativa",NA,NA,"H","H","H","H",91.1,2.2,"Magnoliopsida","Streptophyta","Asterales","Asteraceae","Lactuca"
"454",454,454,"GCA_002897195.1","Streptophyta",55188,"Citrus unshiu",NA,NA,"H","H","H","H",92,4.6,"Magnoliopsida","Streptophyta","Sapindales","Rutaceae","Citrus"
"455",455,455,"GCA_002906115.5","Streptophyta",58331,"Quercus suber",NA,NA,"H","H","M","H",79.7,10.2,"Magnoliopsida","Streptophyta","Fagales","Fagaceae","Quercus"
"456",456,456,"GCA_002914805.1","Streptophyta",3476,"Parasponia andersonii",NA,NA,"H","H","H",NA,92.9,5.4,"Magnoliopsida","Streptophyta","Rosales","Cannabaceae","Parasponia"
"457",457,457,"GCA_002914845.1","Streptophyta",63057,"Trema orientale",NA,NA,"H","H","H",NA,92.3,5.9,"Magnoliopsida","Streptophyta","Rosales","Cannabaceae","Trema"
"458",458,458,"GCA_002926015.1","Streptophyta",3634,"Gossypium barbadense",NA,NA,"H","H","H","H",80.6,8.1,"Magnoliopsida","Streptophyta","Malvales","Malvaceae","Gossypium"
"459",459,459,"GCA_002928715.1","Streptophyta",3634,"Gossypium barbadense",NA,NA,"H","H","H","H",79.7,7.6,"Magnoliopsida","Streptophyta","Malvales","Malvaceae","Gossypium"
"460",460,460,"GCA_002966975.2","Streptophyta",2094558,"Prunus yedoensis var. nudiflora",NA,NA,"H","H","H",NA,80.7,7.9,"Magnoliopsida","Streptophyta","Rosales","Rosaceae","Prunus"
"461",461,461,"GCA_002994745.2","Streptophyta",74649,"Rosa chinensis",NA,NA,"H","H","H","H",97.1,2,"Magnoliopsida","Streptophyta","Rosales","Rosaceae","Rosa"
"462",462,462,"GCA_003024255.1","Streptophyta",1590841,"Actinidia chinensis var. chinensis",NA,NA,"H","H","H","H",94.4,2.5,"Magnoliopsida","Streptophyta","Ericales","Actinidiaceae","Actinidia"
"463",463,463,"GCA_003032435.1","Streptophyta",3197,"Marchantia polymorpha",NA,NA,"H","H","H","H",87.5,1.2,"Marchantiopsida","Streptophyta","Marchantiales","Marchantiaceae","Marchantia"
"464",464,464,"GCA_003046395.2","Streptophyta",4540,"Panicum miliaceum",NA,NA,"H","H","H","H",94.8,2.2,"Magnoliopsida","Streptophyta","Poales","Poaceae","Panicum"
"465",465,465,"GCA_003061485.1","Streptophyta",1504633,"Panicum hallii var. hallii",NA,NA,"H","H","H","H",99.3,0.3,"Magnoliopsida","Streptophyta","Poales","Poaceae","Panicum"
"466",466,466,"GCA_003112345.1","Streptophyta",35608,"Artemisia annua",NA,NA,"H","H","H","H",90.5,2.8,"Magnoliopsida","Streptophyta","Asterales","Asteraceae","Artemisia"
"467",467,467,"GCA_003185045.1","Streptophyta",4577,"Zea mays",NA,NA,"H","H","H","H",87.2,8.2,"Magnoliopsida","Streptophyta","Poales","Poaceae","Zea"
"468",468,468,"GCA_003260385.1","Streptophyta",267555,"Cuscuta australis",NA,NA,"H","H","H",NA,84.9,2.3,"Magnoliopsida","Streptophyta","Solanales","Convolvulaceae","Cuscuta"
"469",469,469,"GCA_003260635.2","Streptophyta",69181,"Brassica cretica",NA,NA,"H","H","H","H",40.8,17.3,"Magnoliopsida","Streptophyta","Brassicales","Brassicaceae","Brassica"
"470",470,470,"GCA_003260655.2","Streptophyta",69181,"Brassica cretica",NA,NA,"H","H","H","H",71.9,8.2,"Magnoliopsida","Streptophyta","Brassicales","Brassicaceae","Brassica"
"471",471,471,"GCA_003260675.2","Streptophyta",69181,"Brassica cretica",NA,NA,"H","H","H","H",58.3,12.1,"Magnoliopsida","Streptophyta","Brassicales","Brassicaceae","Brassica"
"472",472,472,"GCA_003260695.2","Streptophyta",69181,"Brassica cretica",NA,NA,"H","H","H","H",40,17.5,"Magnoliopsida","Streptophyta","Brassicales","Brassicaceae","Brassica"
"473",473,473,"GCA_003370565.1","Streptophyta",157652,"Mucuna pruriens",NA,NA,"H","H","H","L",84,6.3,"Magnoliopsida","Streptophyta","Fabales","Fabaceae","Mucuna"
"474",474,474,"GCA_003427395.1","Streptophyta",69332,"Chara braunii",NA,NA,"H","H","H",NA,48,9.5,"Charophyceae","Streptophyta","Charales","Characeae","Chara"
"475",475,475,"GCA_003434825.1","Streptophyta",3711,"Brassica rapa",NA,NA,"H","H","H","M",96.3,2,"Magnoliopsida","Streptophyta","Brassicales","Brassicaceae","Brassica"
"476",476,476,"GCA_003473485.2","Streptophyta",3880,"Medicago truncatula",NA,NA,"H","H","H","H",97.3,2,"Magnoliopsida","Streptophyta","Fabales","Fabaceae","Medicago"
"477",477,477,"GCA_003490085.1","Streptophyta",97028,"Trifolium medium",NA,NA,"M","H","M",NA,3.5,18.2,"Magnoliopsida","Streptophyta","Fabales","Fabaceae","Trifolium"
"478",478,478,"GCA_003546025.1","Streptophyta",337451,"Cinnamomum micranthum f. kanehirae",NA,NA,"H","H","H","H",87.5,3.7,"Magnoliopsida","Streptophyta","Laurales","Lauraceae","Cinnamomum"
"479",479,479,"GCA_003573695.1","Streptophyta",3469,"Papaver somniferum",NA,NA,"H","H","H","H",90.6,3,"Magnoliopsida","Streptophyta","Ranunculales","Papaveraceae","Papaver"
"480",480,480,"GCA_003713155.1","Streptophyta",3818,"Arachis hypogaea",NA,NA,"H","H","H","H",96.3,0.4,"Magnoliopsida","Streptophyta","Fabales","Fabaceae","Arachis"
"481",481,481,"GCA_003952965.2","Streptophyta",262757,"Morella rubra",NA,NA,"H","H","H","H",80.2,6.8,"Magnoliopsida","Streptophyta","Fagales","Myricaceae","Morella"
"482",482,482,"GCA_003958685.2","Streptophyta",3917,"Vigna unguiculata",NA,NA,"H","H","H","H",96,2.3,"Magnoliopsida","Streptophyta","Fabales","Fabaceae","Vigna"
"483",483,483,"GCA_004007595.1","Streptophyta",4530,"Oryza sativa",NA,NA,"H","H","H",NA,75.4,8.7,"Magnoliopsida","Streptophyta","Poales","Poaceae","Oryza"
"484",484,484,"GCA_004011995.1","Streptophyta",29760,"Vitis vinifera",NA,NA,"H","H","H","H",63.8,23,"Magnoliopsida","Streptophyta","Vitales","Vitaceae","Vitis"
"485",485,485,"GCA_004114815.1","Streptophyta",4513,"Hordeum vulgare",NA,NA,"H","H","H","H",82,4.2,"Magnoliopsida","Streptophyta","Poales","Poaceae","Hordeum"
"486",486,486,"GCA_004115005.2","Streptophyta",1094858,"Cucurbita argyrosperma subsp. argyrosperma",NA,NA,"H","H","H",NA,87.4,7.4,"Magnoliopsida","Streptophyta","Cucurbitales","Cucurbitaceae","Cucurbita"
"487",487,487,"GCA_004115385.1","Streptophyta",3750,"Malus domestica",NA,NA,"H","H","H","H",93.6,1.5,"Magnoliopsida","Streptophyta","Rosales","Rosaceae","Malus"
"488",488,488,"GCA_004153795.2","Streptophyta",542762,"Camellia sinensis var. sinensis",NA,NA,"H","H","H","H",67.8,12.3,"Magnoliopsida","Streptophyta","Ericales","Theaceae","Camellia"
"489",489,489,"GCA_004170445.1","Streptophyta",3818,"Arachis hypogaea",NA,NA,"H","H","H","H",95.6,1.2,"Magnoliopsida","Streptophyta","Fabales","Fabaceae","Arachis"
"490",490,490,"GCA_004193775.2","Streptophyta",3848,"Glycine soja",NA,NA,"H","H","H","H",98.5,1.1,"Magnoliopsida","Streptophyta","Fabales","Fabaceae","Glycine"
"491",491,491,"GCA_004295705.1","Streptophyta",39947,"Oryza sativa Japonica Group",NA,NA,"H","H","H","H",13,1.5,"Magnoliopsida","Streptophyta","Poales","Poaceae","Oryza"
"492",492,492,"GCA_004303085.2","Streptophyta",608512,"Perilla frutescens var. hirtella",NA,NA,"H","H","H",NA,83.1,1.9,"Magnoliopsida","Streptophyta","Lamiales","Lamiaceae","Perilla"
"493",493,493,"GCA_004320505.1","Streptophyta",157739,"Vigna angularis var. angularis",NA,NA,"H","H","H","H",94.2,2.9,"Magnoliopsida","Streptophyta","Fabales","Fabaceae","Vigna"
"494",494,494,"GCA_004329165.1","Streptophyta",455371,"Spatholobus suberectus",NA,NA,"H","H","H","H",89.5,7.7,"Magnoliopsida","Streptophyta","Fabales","Fabaceae","Spatholobus"
"495",495,495,"GCA_004379255.2","Streptophyta",180675,"Salvia splendens",NA,NA,"H","H","H","H",94.1,2.4,"Magnoliopsida","Streptophyta","Lamiales","Lamiaceae","Salvia"
"496",496,496,"GCA_004837865.1","Streptophyta",52838,"Musa balbisiana",NA,NA,"H","H",NA,"H",86.9,4.5,"Magnoliopsida","Streptophyta","Zingiberales","Musaceae","Musa"
"497",497,497,"GCA_005223365.2","Streptophyta",110450,"Oryza meyeriana var. granulata",NA,NA,"H","H","H",NA,86.3,4.9,"Magnoliopsida","Streptophyta","Poales","Poaceae","Oryza"
"498",498,498,"GCA_005239225.1","Streptophyta",43335,"Populus alba",NA,NA,"H","H","H",NA,96.5,1,"Magnoliopsida","Streptophyta","Malpighiales","Salicaceae","Populus"
"499",499,499,"GCA_005286985.2","Streptophyta",4556,"Setaria viridis",NA,NA,"H","H","H","H",99.6,0.4,"Magnoliopsida","Streptophyta","Poales","Poaceae","Setaria"
"500",500,500,"GCA_005393395.2","Streptophyta",47621,"Gossypium australe",NA,NA,"H","H","H","H",75.6,6.7,"Magnoliopsida","Streptophyta","Malvales","Malvaceae","Gossypium"
"501",501,501,"GCA_005549215.1","Streptophyta",1194695,"Cucumis melo var. makuwa",NA,NA,"H","H","H","H",79.3,8.2,"Magnoliopsida","Streptophyta","Cucurbitales","Cucurbitaceae","Cucumis"
"502",502,502,"GCA_005549225.1","Streptophyta",1194695,"Cucumis melo var. makuwa",NA,NA,"H","H","H","H",76.1,10.1,"Magnoliopsida","Streptophyta","Cucurbitales","Cucurbitaceae","Cucumis"
"503",503,503,"GCA_006013705.1","Streptophyta",4083,"Solanum chilense",NA,NA,"H","H","H","M",85.6,2,"Magnoliopsida","Streptophyta","Solanales","Solanaceae","Solanum"
"504",504,504,"GCA_006381635.2","Streptophyta",106335,"Hibiscus syriacus",NA,NA,"M","H","H","H",86.8,6.1,"Magnoliopsida","Streptophyta","Malvales","Malvaceae","Hibiscus"
"505",505,505,"GCA_006547085.1","Streptophyta",106549,"Malus baccata",NA,NA,"H","H","M","M",88.1,5.3,"Magnoliopsida","Streptophyta","Rosales","Rosaceae","Malus"
"506",506,506,"GCA_006937295.1","Streptophyta",176857,"Carpinus fangiana",NA,NA,"H","H","H","H",83.8,3.2,"Magnoliopsida","Streptophyta","Fagales","Betulaceae","Carpinus"
"507",507,507,"GCA_007726485.1","Streptophyta",38414,"Eragrostis curvula",NA,NA,"H","H","M",NA,91,2.7,"Magnoliopsida","Streptophyta","Poales","Poaceae","Eragrostis"
"508",508,508,"GCA_007844105.2","Streptophyta",2594499,"Rhamnella rubrinervis",NA,NA,"H","H","H","H",96.2,1.2,"Magnoliopsida","Streptophyta","Rosales","Rhamnaceae","Rhamnella"
"509",509,509,"GCA_007990325.1","Streptophyta",34276,"Gossypium darwinii",NA,NA,"H","H","H","H",99.8,0.1,"Magnoliopsida","Streptophyta","Malvales","Malvaceae","Gossypium"
"510",510,510,"GCA_007990345.1","Streptophyta",3635,"Gossypium hirsutum",NA,NA,"H","H","H","H",99.4,0.4,"Magnoliopsida","Streptophyta","Malvales","Malvaceae","Gossypium"
"511",511,511,"GCA_007990455.1","Streptophyta",34275,"Gossypium mustelinum",NA,NA,"H","H","H","H",99.3,0.5,"Magnoliopsida","Streptophyta","Malvales","Malvaceae","Gossypium"
"512",512,512,"GCA_007990485.1","Streptophyta",34277,"Gossypium tomentosum",NA,NA,"H","H","H","H",99.8,0.1,"Magnoliopsida","Streptophyta","Malvales","Malvaceae","Gossypium"
"513",513,513,"GCA_008009225.1","Streptophyta",1000413,"Acer yangbiense",NA,NA,"H","H","H","H",92.6,2.6,"Magnoliopsida","Streptophyta","Sapindales","Sapindaceae","Acer"
"514",514,514,"GCA_008124465.1","Streptophyta",13894,"Cocos nucifera",NA,NA,"H","H","H","H",69,15.7,"Magnoliopsida","Streptophyta","Arecales","Arecaceae","Cocos"
"515",515,515,"GCA_008632915.2","Streptophyta",3755,"Prunus dulcis",NA,NA,"H","H","H","H",62.8,7.7,"Magnoliopsida","Streptophyta","Rosales","Rosaceae","Prunus"
"516",516,516,"GCA_008636005.1","Streptophyta",4170,"Striga asiatica",NA,NA,"H","H","H","H",90.5,3.3,"Magnoliopsida","Streptophyta","Lamiales","Orobanchaceae","Striga"
"517",517,517,"GCA_008638375.1","Streptophyta",561372,"Nyssa sinensis",NA,NA,"H","H","H","L",87.8,7.7,"Magnoliopsida","Streptophyta","Cornales","Nyssaceae","Nyssa"
"518",518,518,"GCA_008761655.1","Streptophyta",3634,"Gossypium barbadense",NA,NA,"H","H","H","H",99.6,0.2,"Magnoliopsida","Streptophyta","Malvales","Malvaceae","Gossypium"
"519",519,519,"GCA_008932095.1","Streptophyta",2448454,"Pyrus ussuriensis x Pyrus communis",NA,NA,"H","H","H","M",90.7,1.6,"Magnoliopsida","Streptophyta","Rosales","Rosaceae","Pyrus"
"520",520,520,"GCA_009078335.1","Streptophyta",2182728,"Salix brachista",NA,NA,"H","H","H","H",92.8,2.6,"Magnoliopsida","Streptophyta","Malpighiales","Salicaceae","Salix"
"521",521,521,"GCA_009363875.1","Streptophyta",192012,"Mikania micrantha",NA,NA,"H","H","L","H",88.3,3.9,"Magnoliopsida","Streptophyta","Asterales","Asteraceae","Mikania"
"522",522,522,"GCA_009445465.1","Streptophyta",4460,"Colocasia esculenta",NA,NA,"H","H","H","H",64.3,18.6,"Magnoliopsida","Streptophyta","Alismatales","Araceae","Colocasia"
"523",523,523,"GCA_009746105.1","Streptophyta",262921,"Rhododendron williamsianum",NA,NA,"H","H","H",NA,77,12,"Magnoliopsida","Streptophyta","Ericales","Ericaceae","Rhododendron"
